player_id,region,account_created_date,player_segment
160,NA,2021-05-01,core
161,EUNE,2023-10-11,casual
162,NA,2023-03-04,casual
163,EUW,2025-01-17,core
164,EUW,2024-05-31,casual
165,KR,2023-12-30,casual
166,EUW,2024-07-12,core
167,EUW,2025-09-26,casual
168,KR,2024-05-18,casual
169,EUW,2024-01-18,core
170,KR,2024-09-11,core
171,KR,2022-05-21,core
172,NA,2025-06-07,casual
173,NA,2025-11-18,core
174,NA,2021-04-30,casual
175,KR,2023-09-26,casual
176,EUW,2021-11-13,casual
177,EUNE,2022-05-21,whale
178,KR,2023-06-04,casual
179,EUNE,2021-02-04,casual
180,KR,2022-06-30,core
181,KR,2022-11-15,whale
182,NA,2024-08-22,casual
183,KR,2022-09-22,casual
184,KR,2023-12-13,casual
185,KR,2024-12-11,core
186,EUW,2022-09-16,casual
187,EUNE,2025-07-14,casual
188,EUW,2022-03-08,casual
189,EUNE,2024-11-01,casual
190,NA,2024-12-21,casual
191,KR,2021-05-24,casual
192,NA,2025-06-30,core
193,KR,2024-04-01,core
194,KR,2023-04-17,casual
195,KR,2025-10-13,casual
196,KR,2022-05-18,casual
197,KR,2023-08-27,casual
198,KR,2023-05-02,casual
199,NA,2024-01-27,casual
200,NA,2022-09-04,whale
201,KR,2025-07-13,casual
202,NA,2024-11-04,casual
203,NA,2025-08-24,casual
204,EUW,2024-03-29,casual
205,NA,2023-09-10,casual
206,KR,2021-09-02,casual
207,KR,2023-11-04,casual
208,EUNE,2024-07-17,core
209,NA,2023-11-21,core
210,KR,2023-03-18,whale
211,EUW,2025-10-15,whale
212,EUW,2023-02-11,core
213,EUNE,2025-05-10,casual
214,EUNE,2025-08-11,core
215,KR,2023-03-02,casual
216,NA,2022-01-26,core
217,EUW,2023-12-23,casual
218,KR,2021-02-18,whale
219,KR,2022-05-27,core
220,EUW,2023-12-15,core
221,KR,2023-12-07,casual
222,EUW,2024-08-02,casual
223,NA,2025-01-21,casual
224,NA,2023-09-25,core
225,EUNE,2024-09-27,core
226,EUW,2023-04-29,core
227,EUNE,2023-03-30,casual
228,NA,2021-04-01,core
229,EUW,2025-09-03,casual
230,EUW,2024-09-29,casual
231,KR,2024-04-29,casual
232,EUNE,2023-02-11,core
233,NA,2022-09-08,casual
234,EUNE,2021-12-13,whale
235,EUNE,2022-07-20,casual
236,EUW,2024-10-14,core
237,EUNE,2023-08-12,core
238,EUW,2023-12-08,core
239,EUW,2022-08-29,whale
240,EUNE,2025-05-31,casual
241,NA,2023-12-17,casual
242,EUW,2022-02-19,casual
243,NA,2024-10-30,whale
244,KR,2025-04-05,casual
245,EUNE,2024-03-20,casual
246,KR,2025-06-14,core
247,EUW,2024-06-09,casual
248,KR,2021-05-24,casual
249,NA,2025-07-18,casual
250,KR,2023-08-05,whale
251,NA,2024-12-11,casual
252,NA,2021-12-12,core
253,KR,2023-06-27,casual
254,EUW,2022-01-17,core
255,NA,2023-04-13,casual
256,KR,2025-08-03,casual
257,KR,2021-12-31,casual
258,NA,2022-12-23,casual
259,KR,2022-12-16,casual
260,KR,2025-05-31,core
261,EUW,2021-09-04,core
262,EUW,2024-01-10,casual
263,EUNE,2024-09-30,core
264,EUW,2024-04-18,casual
265,EUW,2023-08-25,core
266,KR,2023-05-31,whale
267,KR,2023-08-16,casual
268,KR,2024-11-21,core
269,NA,2025-01-28,casual
270,KR,2021-04-02,casual
271,NA,2024-12-16,whale
272,NA,2023-01-27,casual
273,EUNE,2024-01-05,core
274,EUNE,2022-03-13,casual
275,EUW,2025-04-21,casual
276,EUW,2021-12-15,casual
277,KR,2023-01-31,casual
278,NA,2025-04-17,casual
279,EUNE,2022-01-18,casual
280,NA,2024-01-19,casual
281,EUW,2021-03-13,core
282,KR,2023-08-26,casual
283,EUW,2023-11-28,casual
284,NA,2025-12-01,core
285,EUW,2023-10-02,core
286,NA,2025-08-18,core
287,NA,2025-04-17,core
288,KR,2025-02-15,core
289,EUW,2021-03-18,whale
290,EUNE,2022-04-19,core
291,KR,2023-07-19,casual
292,KR,2022-04-16,casual
293,EUNE,2021-03-11,casual
294,EUNE,2025-09-08,casual
295,EUW,2023-03-19,casual
296,EUNE,2022-04-21,casual
297,EUW,2023-05-03,casual
298,EUW,2022-02-20,casual
299,EUW,2024-04-15,core
300,NA,2022-02-20,core
301,EUW,2021-10-29,casual
302,KR,2023-02-20,core
303,KR,2024-12-12,casual
304,NA,2025-09-13,core
305,NA,2022-06-05,casual
306,KR,2023-04-06,core
307,KR,2024-04-20,casual
308,NA,2023-07-10,core
309,EUW,2022-06-21,core
310,NA,2025-08-09,casual
311,NA,2023-11-02,core
312,EUNE,2023-11-02,whale
313,NA,2023-09-25,casual
314,EUW,2022-06-25,whale
315,EUW,2023-05-11,core
316,EUW,2025-12-13,casual
317,KR,2025-09-15,casual
318,KR,2021-07-27,core
319,KR,2025-10-02,core
320,EUW,2025-06-09,casual
321,EUW,2024-02-03,core
322,EUW,2024-03-28,core
323,EUW,2022-06-04,casual
324,EUNE,2023-09-27,casual
325,EUNE,2024-11-04,core
326,NA,2022-02-26,casual
327,NA,2021-08-27,core
328,EUNE,2021-06-18,casual
329,EUW,2025-12-23,core
330,NA,2021-11-10,core
331,EUW,2022-08-04,casual
332,EUW,2024-01-01,casual
333,EUW,2024-04-25,core
334,KR,2024-08-13,core
335,EUNE,2025-01-03,casual
336,EUNE,2025-09-16,casual
337,EUW,2022-11-09,casual
338,EUW,2025-01-30,whale
339,EUW,2023-01-09,casual
340,EUNE,2025-03-25,casual
341,KR,2021-02-25,casual
342,KR,2025-08-02,casual
343,KR,2025-03-03,casual
344,NA,2023-07-22,casual
345,KR,2021-08-24,casual
346,EUW,2022-02-12,casual
347,EUNE,2025-05-05,casual
348,EUW,2022-05-26,casual
349,NA,2022-05-20,casual
350,KR,2024-07-02,core
351,NA,2022-06-14,casual
352,EUNE,2021-07-29,casual
353,NA,2023-09-25,casual
354,NA,2023-04-05,casual
355,EUW,2022-01-27,casual
356,EUW,2021-05-27,casual
357,EUNE,2025-02-20,core
358,NA,2024-02-12,casual
359,KR,2023-06-18,casual
360,EUW,2025-09-17,casual
361,EUNE,2023-11-07,casual
362,EUW,2024-04-16,core
363,EUW,2025-09-13,core
364,EUNE,2024-05-03,casual
365,EUW,2022-07-05,core
366,KR,2024-04-11,casual
367,KR,2022-12-15,core
368,NA,2021-06-15,casual
369,NA,2025-09-18,casual
370,EUNE,2021-11-17,core
371,NA,2023-08-30,core
372,KR,2023-11-24,casual
373,KR,2021-03-28,core
374,EUNE,2022-05-06,casual
375,KR,2025-03-16,casual
376,KR,2022-12-16,core
377,EUNE,2024-02-12,core
378,EUW,2024-03-13,casual
379,NA,2021-07-26,casual
380,EUNE,2023-11-21,core
381,NA,2025-03-06,casual
382,EUNE,2024-07-31,core
383,EUW,2022-11-25,core
384,EUW,2025-01-29,core
385,NA,2023-01-30,whale
386,EUNE,2025-02-02,casual
387,EUW,2021-03-27,casual
388,EUW,2023-04-16,casual
389,EUW,2024-04-26,casual
390,EUNE,2023-10-14,casual
391,EUW,2023-04-10,casual
392,EUW,2023-10-10,core
393,KR,2024-10-08,core
394,KR,2021-11-03,core
395,KR,2022-03-23,core
396,EUW,2023-09-07,core
397,EUNE,2023-12-13,casual
398,EUW,2021-12-10,core
399,EUNE,2024-09-24,casual
400,NA,2025-01-09,core
401,KR,2022-11-14,casual
402,KR,2025-11-24,casual
403,KR,2021-02-15,casual
404,EUNE,2024-08-16,casual
405,EUNE,2021-03-11,casual
406,EUW,2021-03-14,casual
407,EUNE,2023-05-16,core
408,KR,2025-02-06,casual
409,EUW,2021-12-18,casual
410,KR,2024-03-14,whale
411,EUNE,2022-11-03,whale
412,EUNE,2022-08-28,core
413,EUW,2024-10-31,casual
414,NA,2021-12-15,casual
415,NA,2023-08-12,casual
416,EUW,2023-02-21,casual
417,EUW,2025-04-01,casual
418,EUW,2021-04-17,casual
419,EUW,2024-01-10,casual
420,EUNE,2023-11-21,casual
421,KR,2022-07-15,casual
422,NA,2025-06-15,core
423,EUNE,2025-04-30,casual
424,EUW,2021-07-20,casual
425,KR,2024-12-06,casual
426,KR,2021-06-20,casual
427,EUW,2021-12-06,core
428,EUNE,2025-03-13,casual
429,EUW,2025-10-09,core
430,EUNE,2025-07-23,core
431,EUW,2025-09-28,casual
432,KR,2024-12-06,casual
433,EUW,2023-01-03,casual
434,EUW,2021-05-26,casual
435,EUW,2023-01-03,casual
436,EUNE,2021-12-24,casual
437,EUNE,2025-08-11,core
438,NA,2022-11-28,core
439,EUW,2024-08-04,casual
440,NA,2022-02-13,core
441,EUW,2022-02-16,core
442,KR,2022-03-24,core
443,NA,2021-05-29,casual
444,NA,2025-12-26,casual
445,KR,2021-09-09,core
446,NA,2022-09-30,casual
447,NA,2024-07-21,core
448,KR,2024-03-30,casual
449,KR,2022-12-25,whale
450,NA,2022-08-20,casual
451,EUW,2022-04-28,casual
452,EUW,2025-05-01,core
453,NA,2025-07-16,casual
454,EUW,2023-07-01,casual
455,EUNE,2022-12-02,casual
456,NA,2024-06-24,casual
457,EUNE,2021-08-06,core
458,EUNE,2021-03-13,core
459,EUNE,2021-10-27,casual
460,EUNE,2023-08-09,casual
461,KR,2025-07-29,casual
462,EUW,2024-03-02,casual
463,EUW,2022-03-15,whale
464,NA,2024-07-10,casual
465,EUNE,2024-01-03,core
466,NA,2021-09-15,whale
467,EUW,2024-06-17,casual
468,EUW,2023-05-03,whale
469,KR,2025-08-21,casual
470,KR,2025-09-21,casual
471,EUW,2024-01-31,core
472,KR,2022-09-11,core
473,EUNE,2024-07-05,core
474,NA,2024-11-03,casual
475,NA,2023-01-02,casual
476,EUW,2021-08-29,casual
477,EUNE,2023-02-04,casual
478,EUW,2022-03-27,casual
479,KR,2022-02-22,casual
480,EUW,2025-09-10,casual
481,EUNE,2024-08-22,core
482,EUW,2021-05-21,casual
483,EUW,2024-03-07,core
484,EUNE,2023-07-25,core
485,EUW,2021-03-11,core
486,EUW,2021-02-05,casual
487,NA,2024-02-16,casual
488,EUNE,2025-12-23,casual
489,EUW,2022-09-12,casual
490,EUNE,2024-02-15,casual
491,EUW,2023-06-26,casual
492,EUNE,2025-03-16,whale
493,EUW,2022-01-11,whale
494,KR,2024-01-26,casual
495,EUW,2022-07-03,casual
496,KR,2022-11-21,casual
497,KR,2021-08-27,casual
498,KR,2024-09-07,casual
499,NA,2022-01-12,whale
500,EUW,2024-05-17,core
501,EUW,2021-07-13,casual
502,EUNE,2024-08-06,core
503,KR,2022-01-21,casual
504,NA,2023-06-05,casual
505,EUNE,2023-08-08,casual
506,EUNE,2025-12-18,core
507,NA,2022-04-15,core
508,NA,2025-08-18,casual
509,EUW,2021-05-25,whale
510,NA,2022-05-09,core
511,EUNE,2023-02-25,casual
512,NA,2023-02-07,casual
513,NA,2022-07-16,whale
514,EUNE,2023-11-19,core
515,EUW,2025-07-27,casual
516,NA,2022-01-28,whale
517,EUNE,2022-06-26,casual
518,EUW,2021-09-20,casual
519,EUNE,2023-07-28,core
520,NA,2021-08-21,core
521,EUNE,2022-01-04,casual
522,EUW,2024-03-11,casual
523,EUNE,2021-08-22,casual
524,EUNE,2024-03-14,casual
525,NA,2025-08-01,whale
526,KR,2024-08-18,casual
527,EUNE,2022-12-02,casual
528,EUW,2024-02-08,whale
529,EUNE,2024-05-09,whale
530,NA,2024-02-06,casual
531,EUNE,2024-06-19,casual
532,EUNE,2021-06-11,core
533,KR,2021-12-10,core
534,EUW,2021-10-20,casual
535,NA,2025-11-09,casual
536,EUW,2021-10-20,core
537,NA,2024-01-29,casual
538,KR,2025-10-10,casual
539,EUNE,2024-08-21,casual
540,NA,2024-11-08,whale
541,EUW,2021-11-25,casual
542,EUW,2025-03-25,casual
543,EUNE,2024-04-13,core
544,NA,2021-12-10,casual
545,KR,2024-05-31,casual
546,NA,2022-07-09,whale
547,EUNE,2021-06-25,core
548,NA,2021-06-15,casual
549,EUW,2021-06-10,casual
550,EUNE,2022-11-10,core
551,EUNE,2025-03-10,casual
552,EUNE,2023-01-06,casual
553,KR,2022-05-15,casual
554,KR,2022-12-18,casual
555,EUW,2023-03-17,core
556,EUW,2022-09-10,casual
557,EUNE,2024-04-09,core
558,KR,2025-11-29,casual
559,EUW,2024-12-13,core
560,EUNE,2021-07-24,core
561,EUW,2024-07-12,casual
562,EUW,2023-10-25,casual
563,EUNE,2023-03-13,casual
564,KR,2022-04-26,core
565,EUNE,2022-06-09,casual
566,KR,2024-06-05,casual
567,EUNE,2023-11-03,casual
568,KR,2025-01-01,core
569,EUW,2025-03-17,casual
570,EUW,2025-11-23,whale
571,KR,2022-10-12,core
572,EUNE,2025-03-07,core
573,NA,2021-06-19,core
574,KR,2025-11-10,casual
575,NA,2025-10-22,casual
576,EUNE,2025-10-22,casual
577,KR,2025-01-19,core
578,KR,2024-05-07,casual
579,NA,2025-03-18,casual
580,EUNE,2024-02-20,casual
581,EUNE,2025-07-17,casual
582,EUNE,2024-02-12,core
583,EUW,2021-11-13,casual
584,EUW,2025-07-28,casual
585,EUW,2022-11-27,casual
586,EUNE,2023-10-11,core
587,KR,2025-08-17,casual
588,EUNE,2025-12-23,core
589,NA,2021-12-15,whale
590,EUW,2022-08-31,core
591,EUNE,2021-05-07,casual
592,EUW,2025-03-04,whale
593,NA,2022-12-27,core
594,KR,2022-12-19,casual
595,EUNE,2021-08-17,casual
596,EUW,2025-06-01,casual
597,EUNE,2021-05-01,core
598,EUNE,2025-08-02,core
599,EUNE,2022-09-17,core
600,NA,2024-09-18,casual
601,EUW,2022-10-31,casual
602,NA,2023-08-23,casual
603,EUNE,2025-05-05,casual
604,NA,2022-06-01,casual
605,NA,2023-01-31,casual
606,NA,2025-05-29,casual
607,EUNE,2023-04-15,casual
608,EUNE,2025-12-16,casual
609,KR,2024-05-31,core
610,KR,2025-03-05,casual
611,NA,2021-09-13,whale
612,EUW,2023-10-09,casual
613,NA,2024-05-03,casual
614,EUNE,2022-07-05,casual
615,NA,2022-10-31,casual
616,NA,2023-07-13,casual
617,EUW,2025-07-06,core
618,EUNE,2024-09-10,casual
619,KR,2023-07-30,core
620,EUW,2024-04-03,casual
621,NA,2025-05-13,casual
622,EUNE,2022-07-02,casual
623,EUNE,2023-10-09,casual
624,EUW,2024-06-13,casual
625,EUNE,2024-12-17,whale
626,KR,2024-01-28,casual
627,KR,2025-08-12,casual
628,NA,2023-05-31,casual
629,KR,2023-07-14,casual
630,NA,2023-05-31,core
631,EUW,2023-07-10,core
632,EUW,2022-08-25,core
633,NA,2025-06-22,casual
634,EUNE,2025-11-21,core
635,NA,2024-06-04,core
636,EUW,2025-03-12,casual
637,KR,2023-01-09,core
638,EUNE,2025-04-25,core
639,EUNE,2022-09-22,core
640,KR,2024-08-02,casual
641,KR,2024-10-03,casual
642,EUNE,2023-11-13,casual
643,EUW,2023-04-19,core
644,KR,2021-10-20,core
645,EUNE,2022-12-14,core
646,KR,2022-05-11,casual
647,EUNE,2023-03-11,casual
648,EUW,2021-09-08,casual
649,KR,2022-12-02,casual
650,KR,2023-03-14,casual
651,EUNE,2021-06-10,casual
652,NA,2024-05-04,casual
653,EUNE,2022-04-02,casual
654,NA,2022-04-07,casual
655,EUW,2021-02-27,core
656,NA,2022-03-20,casual
657,EUNE,2021-02-22,casual
658,EUW,2025-01-29,core
659,NA,2024-06-23,casual
660,EUNE,2023-01-04,casual
661,EUNE,2021-12-13,whale
662,EUNE,2024-03-09,casual
663,KR,2022-03-25,core
664,EUNE,2023-11-03,core
665,EUW,2023-12-15,core
666,EUNE,2025-12-09,casual
667,EUNE,2023-10-19,casual
668,NA,2022-07-28,core
669,EUW,2021-04-11,whale
670,NA,2024-11-04,casual
671,EUNE,2023-09-11,casual
672,NA,2025-12-12,casual
673,KR,2021-11-22,casual
674,EUNE,2025-05-20,whale
675,EUNE,2025-11-20,casual
676,KR,2022-05-04,core
677,KR,2023-11-06,casual
678,NA,2025-10-15,casual
679,EUNE,2024-04-03,core
680,NA,2023-01-05,casual
681,EUW,2023-05-18,casual
682,EUNE,2023-11-30,casual
683,KR,2021-03-28,core
684,EUNE,2024-03-23,casual
685,EUW,2023-06-28,core
686,EUNE,2025-03-03,core
687,EUW,2021-07-04,casual
688,EUNE,2024-08-27,casual
689,EUNE,2024-01-11,casual
690,NA,2024-06-15,whale
691,EUW,2022-12-14,casual
692,EUW,2023-08-20,core
693,KR,2023-08-17,casual
694,NA,2023-04-03,casual
695,EUW,2022-11-16,casual
696,EUW,2022-01-22,casual
697,KR,2025-05-14,casual
698,EUW,2024-02-04,casual
699,EUW,2022-01-16,casual
700,KR,2022-09-17,casual
701,KR,2022-10-26,casual
702,EUW,2023-10-02,whale
703,EUNE,2022-07-30,whale
704,EUW,2023-09-03,core
705,KR,2021-06-21,casual
706,KR,2023-07-24,casual
707,EUNE,2021-02-06,casual
708,KR,2021-07-21,core
709,KR,2022-08-06,core
710,EUW,2025-10-20,core
711,EUNE,2022-12-11,casual
712,EUNE,2025-03-19,core
713,KR,2022-11-30,casual
714,EUW,2025-02-24,casual
715,EUW,2023-10-03,core
716,EUW,2021-07-02,casual
717,KR,2022-07-16,casual
718,EUW,2024-03-02,casual
719,EUW,2022-03-12,core
720,EUNE,2025-03-14,core
721,KR,2021-04-17,casual
722,EUNE,2021-12-22,core
723,EUW,2024-01-25,casual
724,EUNE,2024-04-01,core
725,EUNE,2024-06-17,casual
726,EUW,2023-03-23,casual
727,EUNE,2021-05-04,core
728,KR,2023-04-22,casual
729,KR,2022-12-24,core
730,NA,2025-08-26,whale
731,EUNE,2025-05-08,casual
732,EUW,2022-11-12,casual
733,EUNE,2022-06-21,casual
734,KR,2023-10-24,casual
735,NA,2022-06-07,whale
736,EUW,2022-03-19,core
737,NA,2023-12-06,casual
738,EUW,2023-07-12,core
739,EUNE,2021-08-23,core
740,KR,2023-09-15,whale
741,KR,2023-11-23,casual
742,EUNE,2023-06-01,casual
743,NA,2021-02-13,core
744,KR,2023-03-08,casual
745,EUW,2025-05-11,core
746,EUW,2025-04-20,casual
747,NA,2023-11-06,core
748,EUNE,2024-11-06,casual
749,NA,2023-02-27,casual
750,EUNE,2024-01-22,core
751,NA,2022-07-02,casual
752,NA,2021-10-24,casual
753,NA,2021-06-22,core
754,EUNE,2023-12-13,casual
755,NA,2022-10-07,casual
756,NA,2022-08-13,casual
757,EUW,2023-02-28,casual
758,KR,2024-12-31,casual
759,KR,2021-07-13,casual
760,EUW,2025-10-13,casual
761,EUNE,2023-07-16,casual
762,EUW,2022-09-04,core
763,EUNE,2021-08-26,core
764,EUW,2022-07-05,core
765,EUNE,2022-02-15,core
766,EUW,2023-05-14,whale
767,NA,2024-02-08,casual
768,KR,2023-06-09,casual
769,NA,2024-02-14,casual
770,EUNE,2025-10-10,core
771,EUW,2024-03-17,casual
772,KR,2024-10-22,casual
773,KR,2021-04-05,casual
774,EUW,2024-08-04,core
775,EUNE,2022-07-07,casual
776,EUW,2023-05-17,casual
777,EUNE,2025-08-14,core
778,EUNE,2021-08-05,casual
779,KR,2025-05-12,casual
780,EUW,2024-03-31,core
781,EUNE,2023-07-02,whale
782,EUNE,2022-06-17,casual
783,EUNE,2022-02-19,casual
784,EUNE,2023-05-02,casual
785,EUW,2021-02-13,casual
786,NA,2023-04-04,core
787,KR,2021-07-07,casual
788,KR,2021-04-18,core
789,EUW,2024-12-31,core
790,NA,2024-04-08,casual
791,KR,2024-01-26,casual
792,KR,2025-08-04,casual
793,EUW,2021-12-08,casual
794,EUW,2024-05-04,core
795,NA,2022-05-26,casual
796,KR,2022-03-01,core
797,EUNE,2022-07-26,casual
798,EUW,2021-04-09,casual
799,KR,2021-09-03,casual
800,NA,2024-06-22,whale
801,EUNE,2025-12-28,core
802,NA,2022-10-08,whale
803,EUNE,2024-12-07,casual
804,KR,2024-05-11,whale
805,EUNE,2024-12-09,casual
806,NA,2022-04-21,casual
807,EUNE,2024-01-17,casual
808,EUNE,2023-07-31,core
809,EUNE,2024-04-06,casual
810,EUNE,2022-12-18,whale
811,EUNE,2021-10-07,casual
812,EUNE,2021-12-06,core
813,EUNE,2021-04-01,casual
814,NA,2022-04-29,casual
815,KR,2023-11-10,casual
816,EUNE,2021-04-05,whale
817,EUW,2021-04-18,casual
818,NA,2023-05-14,casual
819,EUNE,2025-08-30,casual
820,KR,2024-11-29,casual
821,EUNE,2024-11-13,casual
822,EUNE,2025-04-15,core
823,EUNE,2021-07-14,casual
824,EUNE,2025-01-27,casual
825,KR,2025-08-20,core
826,NA,2023-02-14,casual
827,KR,2024-09-15,casual
828,NA,2021-07-13,casual
829,EUNE,2021-12-29,core
830,EUNE,2025-04-22,casual
831,KR,2021-02-26,casual
832,KR,2023-01-11,core
833,KR,2024-01-29,casual
834,NA,2025-04-21,casual
835,NA,2025-01-29,core
836,EUNE,2022-03-20,core
837,KR,2022-12-20,core
838,NA,2022-08-26,core
839,EUW,2024-04-01,casual
840,EUNE,2025-08-04,core
841,KR,2022-11-11,casual
842,KR,2023-12-13,casual
843,EUNE,2023-05-13,casual
844,KR,2025-10-05,casual
845,EUW,2021-07-11,casual
846,EUNE,2023-10-08,casual
847,NA,2025-06-23,casual
848,EUW,2022-01-27,casual
849,KR,2023-06-11,core
850,EUW,2025-09-28,casual
851,KR,2024-05-30,core
852,EUW,2023-04-17,whale
853,KR,2023-12-11,casual
854,EUW,2025-02-11,casual
855,EUW,2021-03-06,casual
856,EUW,2024-08-03,casual
857,KR,2023-02-09,casual
858,NA,2022-06-20,casual
859,KR,2024-04-22,casual
860,EUW,2025-09-25,casual
861,EUNE,2021-02-07,casual
862,KR,2023-08-25,casual
863,EUNE,2023-09-06,core
864,KR,2021-10-02,core
865,EUW,2023-10-23,casual
866,NA,2025-07-05,casual
867,NA,2022-01-08,casual
868,EUNE,2021-08-31,whale
869,NA,2024-07-09,casual
870,EUW,2022-01-20,core
871,NA,2021-07-11,core
872,NA,2021-07-08,casual
873,KR,2021-03-09,casual
874,EUW,2022-07-02,core
875,KR,2024-10-13,core
876,KR,2023-12-03,casual
877,KR,2025-11-26,casual
878,EUNE,2023-05-24,casual
879,EUW,2025-05-16,casual
880,EUNE,2022-04-05,whale
881,NA,2021-09-21,casual
882,EUNE,2024-06-25,casual
883,EUNE,2022-01-20,casual
884,EUW,2022-05-31,whale
885,EUW,2025-09-13,casual
886,EUW,2023-06-30,casual
887,EUW,2024-10-23,casual
888,EUW,2025-06-01,casual
889,EUNE,2022-11-03,whale
890,EUNE,2023-04-25,casual
891,KR,2023-04-04,casual
892,EUNE,2025-01-30,casual
893,NA,2025-11-23,core
894,NA,2022-03-22,casual
895,KR,2025-12-19,casual
896,KR,2025-12-25,core
897,EUW,2025-08-05,core
898,NA,2024-08-30,casual
899,EUNE,2022-06-29,casual
900,NA,2024-05-30,whale
