skin_id,champion_name,skin_name,rarity,price_rp,release_date,champion_id,skin_num,skin_name_norm
109,Ashe,Cosmic Queen Ashe,Epic,1350,2018-08-21,Ashe,11,cosmicqueenashe
110,Ashe,High Noon Ashe,Legendary,1820,2019-10-10,Ashe,17,highnoonashe
111,Ashe,Fae Dragon Ashe,Epic,1350,2020-10-01,Ashe,23,faedragonashe
112,Ashe,Coven Ashe,Epic,1350,2021-08-12,Ashe,32,covenashe
113,Ashe,Ocean Song Ashe,Epic,1350,2022-06-09,Ashe,43,oceansongashe
114,Ashe,Lunar Empress Ashe,Epic,1350,2023-01-26,Ashe,52,lunarempressashe
115,Ashe,DRX Ashe,Epic,1350,2023-06-01,Ashe,63,drxashe
116,Ashe,Infernal Ashe,Epic,1350,2024-05-30,Ashe,67,infernalashe
117,Aurelion Sol,default,Default,0,2016-03-24,AurelionSol,0,aurelionsol
118,Aurelion Sol,Ashen Lord Aurelion Sol,Epic,1350,2016-03-24,AurelionSol,1,ashenlordaurelionsol
119,Aurelion Sol,Mecha Aurelion Sol,Epic,1350,2018-08-16,AurelionSol,2,mechaaurelionsol
120,Aurelion Sol,Storm Dragon Aurelion Sol,Epic,1350,2020-10-01,AurelionSol,11,stormdragonaurelionsol
121,Aurelion Sol,Inkshadow Aurelion Sol,Epic,1350,2023-05-03,AurelionSol,21,inkshadowaurelionsol
122,Aurelion Sol,Porcelain Protector Aurelion Sol,Legendary,1820,2024-02-22,AurelionSol,31,porcelainprotectoraurelionsol
123,Aurora,default,Default,0,2024-07-17,Aurora,0,aurora
124,Aurora,Battle Bunny Aurora,Epic,1350,2024-07-17,Aurora,1,battlebunnyaurora
125,Azir,default,Default,0,2014-09-15,Azir,0,azir
126,Azir,Galactic Azir,Legacy,975,2014-09-15,Azir,1,galacticazir
127,Azir,Gravelord Azir,Epic,1350,2015-12-01,Azir,2,gravelordazir
128,Azir,SKT T1 Azir,Legacy,975,2016-08-17,Azir,3,sktt1azir
129,Azir,Warring Kingdoms Azir,Epic,1350,2017-01-19,Azir,4,warringkingdomsazir
130,Azir,Elderwood Azir,Epic,1350,2020-12-10,Azir,5,elderwoodazir
131,Azir,Worlds 2022 Azir,Epic,1350,2022-09-22,Azir,14,worlds2022azir
132,Azir,Attorney Azir,Epic,1350,2024-09-11,Azir,19,attorneyazir
133,Bard,default,Default,0,2015-03-12,Bard,0,bard
134,Bard,Elderwood Bard,Legacy,975,2015-03-12,Bard,1,elderwoodbard
135,Bard,Snow Day Bard,Epic,1350,2015-12-10,Bard,5,snowdaybard
136,Bard,Astronaut Bard,Epic,1350,2020-05-28,Bard,8,astronautbard
137,Bard,Cafe Cuties Bard,Epic,1350,2021-12-02,Bard,17,cafecutiesbard
138,Bard,Shan Hai Scrolls Bard,Epic,1350,2023-06-14,Bard,26,shanhaiscrollsbard
139,Bard,T1 Bard,Epic,1350,2024-08-14,Bard,35,t1bard
140,Bel'Veth,default,Default,0,2022-06-09,Belveth,0,belveth
141,Bel'Veth,Battle Boss Bel'Veth,Epic,1350,2022-06-09,Belveth,1,battlebossbelveth
142,Bel'Veth,Cosmic Matriarch Bel'Veth,Epic,1350,2023-08-30,Belveth,10,cosmicmatriarchbelveth
143,Bel'Veth,Primordian Bel'Veth,Epic,1350,2024-07-17,Belveth,19,primordianbelveth
144,Blitzcrank,default,Default,0,2009-09-01,Blitzcrank,0,blitzcrank
145,Blitzcrank,Rusty Blitzcrank,Legacy,520,2009-11-20,Blitzcrank,1,rustyblitzcrank
146,Blitzcrank,Goalkeeper Blitzcrank,Legacy,520,2010-06-24,Blitzcrank,2,goalkeeperblitzcrank
147,Blitzcrank,Boom Boom Blitzcrank,Legacy,520,2010-08-29,Blitzcrank,3,boomboomblitzcrank
148,Blitzcrank,Piltover Customs Blitzcrank,Epic,1350,2011-03-07,Blitzcrank,4,piltovercustomsblitzcrank
149,Blitzcrank,Definitely Not Blitzcrank,Legacy,975,2011-10-19,Blitzcrank,5,definitelynotblitzcrank
150,Blitzcrank,Riot Blitzcrank,Legacy,975,2013-10-21,Blitzcrank,7,riotblitzcrank
151,Blitzcrank,Battle Boss Blitzcrank,Epic,1350,2015-08-19,Blitzcrank,11,battlebossblitzcrank
152,Blitzcrank,Lancer Rogue Blitzcrank,Epic,1350,2017-11-16,Blitzcrank,20,lancerrogueblitzcrank
153,Blitzcrank,Lancer Paragon Blitzcrank,Epic,1350,2017-11-16,Blitzcrank,21,lancerparagonblitzcrank
154,Blitzcrank,Witch's Brew Blitzcrank,Epic,1350,2019-10-24,Blitzcrank,22,witchsbrewblitzcrank
155,Blitzcrank,Space Groove Blitz & Crank,Legendary,1820,2021-04-01,Blitzcrank,29,spacegrooveblitzcrank
156,Blitzcrank,Zenith Games Blitzcrank,Epic,1350,2022-09-09,Blitzcrank,47,zenithgamesblitzcrank
157,Brand,default,Default,0,2011-04-12,Brand,0,brand
158,Brand,Apocalyptic Brand,Legacy,750,2011-04-12,Brand,1,apocalypticbrand
159,Brand,Vandal Brand,Legacy,520,2011-04-12,Brand,2,vandalbrand
160,Brand,Cryocore Brand,Legacy,975,2011-10-05,Brand,3,cryocorebrand
161,Brand,Zombie Brand,Legendary,1820,2012-10-26,Brand,4,zombiebrand
162,Brand,Spirit Fire Brand,Epic,1350,2015-10-21,Brand,5,spiritfirebrand
163,Brand,Battle Boss Brand,Epic,1350,2017-08-08,Brand,6,battlebossbrand
164,Brand,Arclight Brand,Epic,1350,2019-03-07,Brand,7,arclightbrand
165,Brand,Eternal Dragon Brand,Epic,1350,2020-10-01,Brand,8,eternaldragonbrand
166,Brand,Debonair Brand,Epic,1350,2021-12-09,Brand,21,debonairbrand
167,Brand,Street Demons Brand,Epic,1350,2023-09-13,Brand,33,streetdemonsbrand
168,Brand,Empyrean Brand,Epic,1350,2024-05-01,Brand,42,empyreanbrand
169,Braum,default,Default,0,2014-05-11,Braum,0,braum
170,Braum,Dragonslayer Braum,Legacy,975,2014-05-11,Braum,1,dragonslayerbraum
171,Braum,El Tigre Braum,Epic,1350,2015-01-21,Braum,2,eltigrebraum
172,Braum,Santa Braum,Epic,1350,2016-12-14,Braum,10,santabraum
173,Braum,Crime City Braum,Epic,1350,2018-08-23,Braum,11,crimecitybraum
174,Braum,Sugar Rush Braum,Epic,1350,2019-12-17,Braum,24,sugarrushbraum
175,Braum,Pool Party Braum,Epic,1350,2021-06-09,Braum,33,poolpartybraum
176,Briar,default,Default,0,2023-09-13,Briar,0,briar
177,Briar,Street Demons Briar,Epic,1350,2023-09-13,Briar,1,streetdemonsbriar
178,Briar,Primordian Briar,Epic,1350,2024-07-31,Briar,10,primordianbriar
179,Caitlyn,default,Default,0,2011-01-04,Caitlyn,0,caitlyn
180,Caitlyn,Resistance Caitlyn,Legacy,520,2011-01-04,Caitlyn,1,resistancecaitlyn
181,Caitlyn,Sheriff Caitlyn,Legacy,520,2011-01-04,Caitlyn,2,sheriffcaitlyn
182,Caitlyn,Safari Caitlyn,Legacy,975,2011-05-10,Caitlyn,3,safaricaitlyn
183,Caitlyn,Arctic Warfare Caitlyn,Legacy,750,2011-12-29,Caitlyn,4,arcticwarfarecaitlyn
184,Caitlyn,Officer Caitlyn,Legacy,975,2011-10-05,Caitlyn,5,officercaitlyn
185,Caitlyn,Headhunter Caitlyn,Legacy,975,2014-09-03,Caitlyn,6,headhuntercaitlyn
186,Caitlyn,Lunar Wraith Caitlyn,Epic,1350,2016-01-27,Caitlyn,10,lunarwraithcaitlyn
187,Caitlyn,Pulsefire Caitlyn,Legendary,1820,2017-05-24,Caitlyn,11,pulsefirecaitlyn
188,Caitlyn,Pool Party Caitlyn,Epic,1350,2018-08-02,Caitlyn,13,poolpartycaitlyn
189,Caitlyn,Arcade Caitlyn,Epic,1350,2019-06-28,Caitlyn,19,arcadecaitlyn
190,Caitlyn,Battle Academia Caitlyn,Legendary,1820,2021-03-18,Caitlyn,22,battleacademiacaitlyn
191,Caitlyn,Snow Moon Caitlyn,Epic,1350,2022-06-23,Caitlyn,30,snowmooncaitlyn
192,Caitlyn,Heartthrob Caitlyn,Epic,1350,2023-02-10,Caitlyn,39,heartthrobcaitlyn
193,Caitlyn,DRX Caitlyn,Epic,1350,2023-06-01,Caitlyn,48,drxcaitlyn
194,Camille,default,Default,0,2016-12-07,Camille,0,camille
195,Camille,Program Camille,Epic,1350,2016-12-12,Camille,1,programcamille
196,Camille,Coven Camille,Epic,1350,2018-11-27,Camille,2,covencamille
197,Camille,iG Camille,Epic,1350,2019-04-23,Camille,10,igcamille
198,Camille,Arcana Camille,Epic,1350,2021-05-13,Camille,11,arcanacamille
199,Camille,Strike Commander Camille,Epic,1350,2022-08-25,Camille,21,strikecommandercamille
200,Camille,Winterblessed Camille,Epic,1350,2023-12-06,Camille,31,winterblessedcamille
201,Cassiopeia,default,Default,0,2010-12-14,Cassiopeia,0,cassiopeia
202,Cassiopeia,Desperada Cassiopeia,Legacy,520,2010-12-14,Cassiopeia,1,desperadacassiopeia
203,Cassiopeia,Siren Cassiopeia,Legacy,520,2010-12-14,Cassiopeia,2,sirencassiopeia
204,Cassiopeia,Mythic Cassiopeia,Legacy,975,2012-07-18,Cassiopeia,3,mythiccassiopeia
205,Cassiopeia,Jade Fang Cassiopeia,Legacy,975,2013-02-08,Cassiopeia,4,jadefangcassiopeia
206,Cassiopeia,Eternum Cassiopeia,Epic,1350,2017-09-20,Cassiopeia,8,eternumcassiopeia
207,Cassiopeia,Spirit Blossom Cassiopeia,Epic,1350,2020-08-06,Cassiopeia,9,spiritblossomcassiopeia
208,Cassiopeia,Coven Cassiopeia,Epic,1350,2021-08-12,Cassiopeia,18,covencassiopeia
209,Cassiopeia,Bewitching Cassiopeia,Epic,1350,2022-10-20,Cassiopeia,28,bewitchingcassiopeia
210,Cho'Gath,default,Default,0,2009-06-25,Chogath,0,chogath
211,Cho'Gath,Nightmare Cho'Gath,Legacy,520,2009-11-20,Chogath,1,nightmarechogath
212,Cho'Gath,Gentleman Cho'Gath,Legendary,1820,2010-05-11,Chogath,2,gentlemanchogath
213,Cho'Gath,Loch Ness Cho'Gath,Legacy,520,2011-03-01,Chogath,3,lochnesschogath
214,Cho'Gath,Jurassic Cho'Gath,Legacy,975,2011-11-01,Chogath,4,jurassicchogath
215,Cho'Gath,Battlecast Prime Cho'Gath,Legendary,1820,2012-08-03,Chogath,5,battlecastprimechogath
216,Cho'Gath,Prehistoric Cho'Gath,Legacy,750,2015-06-14,Chogath,6,prehistoricchogath
217,Cho'Gath,Shan Hai Scrolls Cho'Gath,Epic,1350,2021-01-28,Chogath,14,shanhaiscrollschogath
218,Cho'Gath,Broken Covenant Cho'Gath,Epic,1350,2023-03-09,Chogath,23,brokencovenantchogath
219,Cho'Gath,Toy Terror Cho'Gath,Epic,1350,2024-04-03,Chogath,32,toyterrorchogath
220,Corki,default,Default,0,2009-09-18,Corki,0,corki
221,Corki,Ice Toboggan Corki,Legendary,1820,2010-02-12,Corki,2,icetoboggancorki
222,Corki,Red Baron Corki,Legendary,1820,2010-03-24,Corki,3,redbaroncorki
223,Corki,Hot Rod Corki,Legacy,520,2010-07-27,Corki,4,hotrodcorki
224,Corki,Urfrider Corki,Legacy,975,2011-04-04,Corki,5,urfridercorki
225,Corki,Dragonwing Corki,Legacy,975,2013-02-08,Corki,6,dragonwingcorki
226,Corki,Fnatic Corki,Legacy,750,2014-09-24,Corki,7,fnaticcorki
227,Corki,Arcade Corki,Epic,1350,2016-08-24,Corki,8,arcadecorki
228,Corki,Corgi Corki,Epic,1350,2019-03-27,Corki,18,corgicorki
229,Corki,Astronaut Corki,Epic,1350,2021-07-01,Corki,26,astronautcorki
230,Darius,default,Default,0,2012-05-22,Darius,0,darius
231,Darius,Lord Darius,Legacy,975,2012-05-22,Darius,1,lorddarius
232,Darius,Bioforge Darius,Legacy,975,2012-11-13,Darius,2,bioforgedarius
233,Darius,Woad King Darius,Legacy,975,2013-06-16,Darius,3,woadkingdarius
234,Darius,Dunkmaster Darius,Legendary,1820,2014-10-12,Darius,4,dunkmasterdarius
235,Darius,Academy Darius,Legacy,750,2015-08-26,Darius,8,academydarius
236,Darius,God-King Darius,Legendary,1820,2018-06-27,Darius,15,godkingdarius
237,Darius,High Noon Darius,Epic,1350,2019-10-10,Darius,16,highnoondarius
238,Darius,Crime City Nightmare Darius,Epic,1350,2021-08-26,Darius,33,crimecitynightmaredarius
239,Darius,Spirit Blossom Darius,Epic,1350,2022-10-06,Darius,43,spiritblossomdarius
240,Darius,Porcelain Darius,Epic,1350,2024-02-22,Darius,54,porcelaindarius
241,Diana,default,Default,0,2012-08-07,Diana,0,diana
242,Diana,Dark Valkyrie Diana,Legacy,975,2012-08-07,Diana,1,darkvalkyriediana
243,Diana,Lunar Goddess Diana,Legacy,975,2014-01-28,Diana,2,lunargoddessdiana
244,Diana,Infernal Diana,Epic,1350,2016-04-20,Diana,3,infernaldiana
245,Diana,Blood Moon Diana,Epic,1350,2017-02-09,Diana,11,bloodmoondiana
246,Diana,Dark Waters Diana,Epic,1350,2018-05-31,Diana,12,darkwatersdiana
247,Diana,Dragonslayer Diana,Epic,1350,2020-01-30,Diana,18,dragonslayerdiana
248,Diana,Battle Queen Diana,Epic,1350,2020-12-10,Diana,25,battlequeendiana
249,Diana,Sentinel Diana,Epic,1350,2021-07-08,Diana,27,sentineldiana
250,Diana,Firecracker Diana,Epic,1350,2022-01-26,Diana,37,firecrackerdiana
251,Diana,Winterblessed Diana,Legendary,1820,2022-12-08,Diana,47,winterblesseddiana
252,Diana,Heavenscale Diana,Epic,1350,2024-02-07,Diana,54,heavenscalediana
253,Draven,default,Default,0,2012-06-05,Draven,0,draven
254,Draven,Soul Reaver Draven,Epic,1350,2012-06-05,Draven,1,soulreaverdraven
255,Draven,Gladiator Draven,Legacy,975,2013-03-25,Draven,2,gladiatordraven
256,Draven,Primetime Draven,Legacy,975,2014-06-20,Draven,3,primetimedraven
257,Draven,Pool Party Draven,Legacy,975,2015-06-25,Draven,4,poolpartydraven
258,Draven,Beast Hunter Draven,Legacy,750,2016-02-04,Draven,5,beasthunterdraven
259,Draven,Santa Draven,Epic,1350,2017-12-12,Draven,12,santadraven
260,Draven,Mecha Kingdoms Draven,Epic,1350,2020-01-15,Draven,13,mechakingdomsdraven
261,Draven,Ruined Draven,Epic,1350,2021-01-21,Draven,20,ruineddraven
262,Draven,Debonair Draven,Epic,1350,2021-12-09,Draven,29,debonairdraven
263,Draven,La Ilusión Draven,Epic,1350,2023-09-27,Draven,48,lailusindraven
264,Dr. Mundo,default,Default,0,2009-09-01,DrMundo,0,drmundo
265,Dr. Mundo,Toxic Dr. Mundo,Legacy,520,2009-12-17,DrMundo,1,toxicdrmundo
266,Dr. Mundo,Street Demons Dr. Mundo,Epic,1350,2023-09-13,DrMundo,21,streetdemonsdrmundo
267,Ekko,default,Default,0,2015-05-27,Ekko,0,ekko
268,Ekko,Sandstorm Ekko,Legacy,975,2015-05-27,Ekko,1,sandstormekko
269,Ekko,Academy Ekko,Legacy,750,2015-08-26,Ekko,2,academyekko
270,Ekko,PROJECT: Ekko,Epic,1350,2016-08-01,Ekko,3,projectekko
271,Ekko,SKT T1 Ekko,Epic,1350,2017-06-27,Ekko,11,sktt1ekko
272,Ekko,Trick or Treat Ekko,Epic,1350,2018-10-24,Ekko,12,trickortreatekko
273,Ekko,True Damage Ekko,Legendary,1820,2019-11-10,Ekko,19,truedamageekko
274,Ekko,Pulsefire Ekko,Epic,1350,2020-05-14,Ekko,28,pulsefireekko
275,Ekko,Star Guardian Ekko,Epic,1350,2022-07-14,Ekko,45,starguardianekko
276,Elise,default,Default,0,2012-10-26,Elise,0,elise
277,Elise,Death Blossom Elise,Legacy,975,2012-10-26,Elise,1,deathblossomelise
278,Elise,Blood Moon Elise,Legacy,975,2015-01-08,Elise,3,bloodmoonelise
279,Elise,SKT T1 Elise,Legacy,975,2016-08-17,Elise,4,sktt1elise
280,Elise,Super Galaxy Elise,Epic,1350,2017-10-16,Elise,5,supergalaxyelise
281,Elise,Bewitching Elise,Epic,1350,2020-10-22,Elise,6,bewitchingelise
282,Elise,Withered Rose Elise,Epic,1350,2022-02-10,Elise,15,witheredroseelise
283,Elise,Coven Elise,Epic,1350,2023-10-11,Elise,24,covenelise
284,Evelynn,default,Default,0,2009-04-30,Evelynn,0,evelynn
285,Evelynn,Shadow Evelynn,Legacy,520,2009-11-20,Evelynn,1,shadowevelynn
286,Evelynn,Masquerade Evelynn,Legacy,520,2010-05-17,Evelynn,2,masqueradeevelynn
287,Evelynn,Tango Evelynn,Legacy,520,2010-10-05,Evelynn,3,tangoevelynn
288,Evelynn,Safecracker Evelynn,Legacy,750,2014-11-28,Evelynn,4,safecrackerevelynn
289,Evelynn,Blood Moon Evelynn,Legacy,975,2018-05-08,Evelynn,5,bloodmoonevelynn
290,Evelynn,K/DA Evelynn,Epic,1350,2018-11-03,Evelynn,6,kdaevelynn
291,Evelynn,Sugar Rush Evelynn,Epic,1350,2019-12-17,Evelynn,8,sugarrushevelynn
292,Evelynn,K/DA ALL OUT Evelynn,Epic,1350,2020-10-29,Evelynn,15,kdaalloutevelynn
293,Evelynn,Coven Evelynn,Legendary,1820,2021-08-12,Evelynn,24,covenevelynn
294,Evelynn,Spirit Blossom Evelynn,Epic,1350,2022-10-06,Evelynn,32,spiritblossomevelynn
295,Evelynn,Soul Fighter Evelynn,Epic,1350,2023-08-03,Evelynn,42,soulfighterevelynn
296,Evelynn,High Noon Evelynn,Epic,1350,2024-03-20,Evelynn,52,highnoonevelynn
297,Ezreal,default,Default,0,2010-03-16,Ezreal,0,ezreal
298,Ezreal,Nottingham Ezreal,Legacy,520,2010-03-16,Ezreal,1,nottinghamezreal
299,Ezreal,Striker Ezreal,Legacy,520,2010-06-24,Ezreal,2,strikerezreal
300,Ezreal,Frosted Ezreal,Legacy,520,2010-07-18,Ezreal,3,frostedezreal
301,Ezreal,Explorer Ezreal,Legacy,750,2010-10-13,Ezreal,4,explorerezreal
302,Ezreal,Pulsefire Ezreal,Ultimate,3250,2012-06-29,Ezreal,5,pulsefireezreal
