transaction_id,player_id,skin_id,purchase_date,price_rp,quantity
259,3695,983,2025-04-10,975,1
260,1350,719,2025-08-11,975,1
261,67,750,2025-11-28,520,1
262,169,1086,2026-01-07,750,1
263,71,775,2025-10-01,585,1
264,363,1253,2025-05-05,1820,1
265,1128,248,2025-06-05,880,1
266,3442,1321,2025-04-25,1350,1
267,3832,1419,2025-02-22,520,1
268,3899,84,2025-05-01,1350,1
269,435,686,2025-02-22,520,1
270,2423,295,2025-03-15,520,1
271,4731,94,2025-12-19,520,1
272,615,411,2025-12-04,975,1
273,2440,1413,2025-03-09,1350,1
274,38,387,2025-09-22,1350,1
275,3425,1026,2025-07-06,1350,1
276,884,928,2025-04-23,1350,1
277,2855,1025,2026-01-11,975,1
278,1506,1256,2025-09-26,975,1
279,2338,1461,2025-03-06,975,1
280,2910,1304,2025-05-09,1350,1
281,474,309,2025-10-29,1350,1
282,3089,887,2025-04-14,1350,1
283,127,799,2025-05-21,880,1
284,1364,830,2025-08-24,1350,1
285,4368,645,2025-11-01,1820,1
286,999,1405,2025-10-11,1350,1
287,4869,906,2025-03-08,1350,1
288,310,458,2025-11-06,1350,1
289,3061,542,2025-05-09,520,1
290,4053,39,2025-03-12,1350,1
291,4658,1098,2025-10-12,975,1
292,4319,587,2025-04-17,1350,1
293,2044,1233,2025-07-27,1350,1
294,1425,1234,2025-06-04,1350,1
295,4842,849,2025-02-28,975,1
296,2501,967,2025-03-11,1350,1
297,4376,993,2026-01-19,975,1
298,2953,1068,2025-10-16,750,1
299,104,1179,2025-07-07,1350,1
300,891,573,2025-07-12,880,1
301,583,301,2025-03-28,1350,1
302,1893,1189,2025-05-29,1350,1
303,4632,1108,2025-05-04,750,1
304,1124,649,2025-12-03,1350,1
305,1623,16,2025-09-27,1820,1
306,2976,556,2025-12-14,520,1
307,4249,208,2026-01-01,975,1
308,2596,703,2025-06-18,520,1
309,4621,87,2025-05-11,1350,1
310,749,293,2025-03-25,585,1
311,4075,232,2025-01-31,1820,1
312,1666,1179,2025-12-04,1350,1
313,3610,1421,2025-02-07,1350,1
314,164,5,2025-09-17,1350,1
315,2316,115,2025-11-11,880,1
316,1144,981,2025-04-10,1350,1
317,889,819,2025-06-30,1350,1
318,4155,320,2025-08-16,1350,1
319,4005,1349,2025-06-26,1350,1
320,980,508,2025-05-06,975,1
321,372,193,2025-04-22,1350,1
322,2041,81,2025-02-27,975,1
323,1678,1356,2025-10-15,1350,1
324,4261,1440,2025-12-18,975,1
325,2258,987,2025-12-19,1350,1
326,2099,364,2025-12-08,975,1
327,417,145,2026-01-14,880,1
328,4821,1230,2025-08-05,1350,1
329,2831,224,2025-10-06,975,1
330,1423,328,2025-04-17,790,1
331,2297,1360,2025-03-31,975,1
332,3383,223,2025-03-12,975,1
333,1339,986,2025-02-21,1350,1
334,4081,1125,2025-06-22,975,1
335,2642,266,2025-12-14,520,1
336,1947,207,2025-10-29,975,1
337,4422,496,2025-12-21,1350,1
338,2575,127,2025-07-25,1350,1
339,622,591,2025-02-28,880,1
340,155,1358,2025-10-23,260,1
341,324,311,2025-12-07,1350,1
342,1955,1071,2025-07-29,1350,1
343,561,213,2025-12-29,880,1
344,41,173,2025-09-27,1820,1
345,3162,1114,2025-12-22,1350,1
346,2049,465,2025-05-21,975,1
347,4104,1207,2025-05-23,1350,1
348,848,69,2025-10-24,520,1
349,2804,936,2025-03-24,975,1
350,3190,448,2025-02-06,1350,1
351,4473,1159,2025-08-28,1350,1
352,3921,423,2025-09-25,520,1
353,4748,838,2025-07-26,520,1
354,2747,1164,2025-11-28,975,1
355,4009,705,2025-06-10,520,1
356,4312,785,2025-10-14,975,1
357,3385,1244,2025-08-05,750,1
358,3177,877,2025-02-11,750,1
359,4294,1411,2025-02-05,975,1
360,4298,912,2025-06-12,975,1
361,3325,1245,2025-08-10,1820,1
362,3884,1340,2025-03-07,520,1
363,4234,639,2025-08-20,750,1
364,604,1296,2025-09-03,520,1
365,1317,1208,2025-02-12,1820,1
366,1487,42,2025-10-17,1350,1
367,284,530,2025-04-13,1350,1
368,1670,139,2025-04-07,1350,1
369,3134,901,2025-05-28,975,1
370,4025,1432,2025-11-12,975,1
371,2227,229,2025-05-31,1350,1
372,4015,863,2025-07-11,520,1
373,1878,568,2025-07-18,975,1
374,1147,666,2025-07-24,1350,1
375,4184,209,2025-07-21,750,1
376,2050,414,2025-03-31,975,1
377,749,177,2025-10-23,1350,1
378,2788,1177,2025-03-21,975,1
379,3055,960,2025-07-08,1350,1
380,985,633,2025-02-03,975,1
381,127,838,2025-07-24,520,1
382,3398,121,2025-06-12,1350,1
383,3277,485,2025-11-03,1350,1
384,4334,509,2025-03-27,1350,1
385,4956,209,2026-01-13,750,1
386,3555,1093,2025-10-26,1350,1
387,3836,472,2025-07-01,880,1
388,2603,778,2025-09-08,975,1
389,4282,300,2026-01-23,1350,1
390,289,940,2026-01-16,1350,1
391,3698,1120,2026-01-25,975,1
392,2487,1416,2025-06-05,1350,1
393,41,1001,2025-05-05,1820,1
394,3462,779,2025-08-17,750,1
395,4193,381,2025-02-26,1350,1
396,1185,683,2025-09-16,1350,1
397,4462,1318,2025-05-31,975,1
398,1748,1139,2025-04-01,1350,1
399,4826,1402,2025-05-09,1350,1
400,2701,840,2025-02-28,975,1
401,1229,102,2025-07-13,1350,1
402,847,1094,2025-12-21,585,1
403,2310,546,2025-03-15,975,1
404,3373,1297,2025-07-24,520,1
405,443,705,2026-01-18,520,1
406,4843,589,2025-02-15,1350,1
407,1266,811,2025-05-19,520,1
408,796,892,2025-03-03,1350,1
409,2099,390,2026-01-28,1350,1
410,1343,953,2025-08-15,975,1
411,73,233,2025-08-08,1350,1
412,4530,218,2025-05-20,750,1
413,2422,949,2025-12-20,585,1
414,4857,914,2025-10-07,1350,1
415,1256,510,2025-12-13,1350,1
416,3447,304,2025-03-22,880,1
417,2610,382,2025-08-20,880,1
418,4227,794,2025-07-22,1350,1
419,1391,792,2025-04-09,1820,1
420,4448,508,2025-03-12,975,1
421,2701,510,2025-05-18,1350,1
422,1492,365,2025-12-31,750,1
423,3528,85,2025-08-30,1350,1
424,4823,1073,2025-12-18,790,1
425,2838,208,2026-01-21,975,1
426,3480,1258,2025-12-29,750,1
427,1508,488,2025-03-26,1350,1
428,3851,1148,2025-11-03,1820,1
429,3216,1063,2025-12-29,520,1
430,1108,1222,2025-11-07,585,1
431,2323,1185,2025-09-21,975,1
432,474,883,2025-06-27,520,1
433,915,808,2025-10-30,1820,1
434,2784,855,2025-10-26,520,1
435,1766,58,2026-01-27,520,1
436,3739,938,2025-03-19,1350,1
437,935,390,2025-11-26,1350,1
438,4573,826,2025-06-10,1350,1
439,190,1373,2025-11-25,1350,1
440,4417,367,2025-02-03,1350,1
441,4064,1315,2025-08-09,1350,1
442,4428,1135,2025-11-22,260,1
443,3996,1396,2025-06-21,1350,1
444,446,746,2025-06-23,1350,1
445,1507,1320,2025-08-17,1350,1
446,4872,898,2025-08-03,520,1
447,891,1127,2025-07-22,975,1
448,679,235,2025-04-01,1350,1
449,3741,657,2025-07-12,1350,1
450,104,289,2025-04-19,1820,1
451,4054,31,2025-07-13,1350,1
452,4144,310,2025-10-23,1350,1
453,1438,396,2025-07-15,1350,1
454,3074,1292,2025-03-14,1350,1
455,528,506,2025-04-05,880,1
456,4426,917,2025-07-27,1350,1
457,2685,958,2025-10-24,1350,1
458,1877,11,2025-09-11,975,1
459,2889,1465,2025-05-11,1350,1
460,2092,152,2025-08-11,1350,1
461,3967,285,2025-12-05,1350,1
462,4604,106,2025-01-31,1350,1
463,1590,1341,2025-04-24,975,1
464,4285,1402,2025-09-28,1350,1
465,4939,1381,2025-04-01,520,1
466,3832,177,2025-07-26,1350,1
467,3748,111,2025-03-23,1350,1
468,3839,527,2025-12-02,975,1
469,2646,597,2025-08-17,975,1
470,172,541,2025-06-06,790,1
471,2604,834,2025-03-24,790,1
472,2123,386,2025-06-22,975,1
473,4938,1054,2025-03-09,520,1
474,1738,836,2025-07-15,520,1
475,1547,849,2025-08-28,975,1
476,2349,416,2025-08-30,880,1
477,4993,894,2025-11-16,1350,1
478,436,1337,2025-07-23,1350,1
479,148,1116,2025-09-15,880,1
480,971,531,2026-01-16,1350,1
481,4727,1150,2025-07-07,880,1
482,2327,385,2025-02-04,975,1
483,3811,912,2025-02-03,975,1
484,344,720,2025-12-27,1350,1
485,1038,878,2025-08-23,1350,1
486,2795,805,2026-01-19,1350,1
487,2294,306,2025-12-31,975,1
488,499,1059,2025-10-16,1350,1
489,960,49,2025-06-03,750,1
490,2634,1034,2025-06-23,1350,1
491,52,813,2025-05-30,1820,1
492,1414,921,2026-01-11,1820,1
493,2535,343,2025-09-11,975,1
494,1456,497,2025-09-01,975,1
495,4809,1083,2025-06-16,975,1
496,1695,724,2025-04-16,880,1
497,2451,1039,2025-06-02,975,1
498,4223,1269,2026-01-03,750,1
499,1418,825,2025-02-24,975,1
500,1062,1361,2025-02-12,975,1
501,3299,44,2026-01-05,390,1
502,4811,212,2025-09-17,1350,1
503,4978,714,2025-10-13,880,1
504,1151,1006,2025-06-29,1350,1
505,1698,231,2025-08-23,1350,1
506,2204,855,2025-07-25,520,1
507,3067,1248,2025-02-26,750,1
508,2828,372,2025-10-21,975,1
509,1317,434,2025-03-15,1350,1
510,3181,527,2025-12-14,975,1
511,707,171,2025-06-03,975,1
512,72,1169,2026-01-02,1350,1
513,4893,433,2025-03-10,1350,1
514,3975,1318,2025-10-26,975,1
515,422,1416,2025-09-20,1350,1
516,1170,38,2025-11-22,1350,1
517,4731,991,2025-08-27,975,1
518,1114,1084,2025-06-13,520,1
519,4077,348,2025-03-23,260,1
520,3271,178,2025-05-09,1350,1
521,2370,386,2025-02-10,975,1
522,4982,980,2025-03-30,1350,1
523,2135,1305,2025-10-07,1350,1
524,4349,1073,2025-12-04,790,1
525,2507,218,2025-09-29,750,1
526,3300,1082,2025-06-16,260,1
527,1189,625,2025-04-23,880,1
528,969,62,2025-08-12,1350,1
529,1174,406,2025-03-31,1350,1
530,1738,182,2025-05-10,1350,1
531,2601,279,2025-07-15,3250,1
532,3038,123,2025-10-22,975,1
533,656,30,2025-11-08,975,1
534,293,373,2025-12-12,520,1
535,2535,739,2025-11-29,1350,1
536,2894,790,2025-02-27,975,1
537,1880,558,2025-06-10,975,1
538,404,1088,2025-12-09,975,1
539,435,1328,2025-11-23,1350,1
540,3016,501,2025-06-06,1350,1
541,2695,707,2025-05-19,1350,1
542,4865,41,2025-06-29,1350,1
543,3626,351,2025-09-09,520,1
544,4464,380,2025-07-19,1350,1
545,2711,834,2025-04-30,790,1
546,4450,543,2025-02-11,975,1
547,1503,793,2025-02-17,1350,1
548,1812,1292,2025-07-01,1350,1
549,766,277,2025-12-26,520,1
550,4323,921,2025-09-10,1820,1
551,4352,687,2025-10-07,750,1
552,2852,24,2025-05-23,790,1
553,1154,644,2025-10-27,1820,1
554,3630,1095,2026-01-16,520,1
555,1477,308,2025-04-26,1350,1
556,406,897,2025-09-21,520,1
557,2631,299,2025-08-29,975,1
558,2175,100,2025-10-26,1350,1
559,1669,492,2025-05-17,1350,1
560,571,333,2025-06-21,750,1
561,4775,1454,2025-12-16,520,1
562,1378,978,2025-12-23,1350,1
563,4231,498,2025-07-08,1350,1
564,2245,1352,2025-04-25,750,1
565,2628,1198,2025-11-01,750,1
566,3197,1462,2025-10-29,1350,1
567,3718,1464,2025-08-28,1350,1
568,4247,459,2025-07-15,1350,1
569,1429,367,2025-04-05,1350,1
570,4114,1474,2025-10-06,1350,1
571,2887,662,2025-12-31,1350,1
572,1429,1456,2025-04-24,975,1
573,2863,1112,2025-01-31,1350,1
574,72,663,2025-05-08,975,1
575,4452,966,2025-04-21,1350,1
576,3155,966,2025-07-14,1350,1
577,1027,306,2025-12-14,975,1
578,3455,732,2026-01-26,260,1
579,41,648,2025-09-21,1350,1
580,3291,1111,2025-07-23,1350,1
581,93,300,2026-01-03,1350,1
582,3477,80,2025-09-05,975,1
583,4420,251,2025-09-21,1350,1
584,1278,573,2025-03-02,880,1
585,2610,1462,2025-01-31,1350,1
586,3928,580,2025-12-05,1350,1
587,1871,769,2026-01-09,975,1
588,784,7,2025-12-06,1350,1
589,2165,1004,2025-03-08,520,1
590,1755,575,2026-01-28,520,1
591,274,663,2025-09-04,975,1
592,180,1175,2025-10-21,1350,1
593,2326,1311,2026-01-21,1350,1
594,4014,1115,2025-05-11,1350,1
595,4597,600,2025-12-18,1350,1
596,3782,1055,2025-09-15,975,1
597,4998,706,2025-03-05,975,1
598,2622,385,2025-02-03,975,1
599,3258,113,2025-08-30,975,1
600,959,1123,2025-07-11,1350,1
601,4589,646,2025-03-20,1350,1
602,4292,999,2025-08-09,1350,1
603,2612,921,2025-08-01,1820,1
604,2182,1007,2025-08-14,1350,1
605,3446,1312,2025-04-12,1350,1
606,4428,1142,2025-07-05,1350,1
607,210,1394,2025-04-09,1350,1
608,2405,452,2025-05-21,520,1
609,3011,335,2025-09-03,1350,1
610,1287,434,2025-11-10,1350,1
611,4316,317,2025-03-31,520,1
612,1372,1029,2025-08-03,1350,1
613,3346,872,2025-08-30,790,1
614,1902,1474,2025-03-27,1350,1
615,4158,1172,2025-07-25,880,1
616,2794,773,2025-08-22,1350,1
617,2962,1137,2025-09-02,975,1
618,2137,286,2025-07-11,1350,1
619,939,841,2025-11-18,975,1
620,3861,169,2025-08-20,750,1
621,4661,1450,2025-02-01,1350,1
622,3578,330,2025-05-22,520,1
623,472,209,2025-08-17,750,1
624,1671,573,2025-05-22,880,1
625,4749,521,2025-08-19,1350,1
626,2319,52,2025-02-17,1350,1
627,633,1459,2025-02-23,1350,1
628,2186,640,2025-05-17,975,1
629,1683,1103,2025-12-24,260,1
630,3780,1191,2026-01-13,520,1
631,3545,980,2025-11-07,1350,1
632,881,114,2025-05-28,1350,1
633,3506,496,2025-12-06,1350,1
634,3723,1440,2025-05-02,975,1
635,4017,1050,2025-03-11,1820,1
636,1745,1269,2025-08-05,750,1
637,3895,1096,2025-12-01,750,1
638,593,95,2025-06-05,975,1
639,4548,1440,2025-04-10,975,1
640,2068,642,2025-12-27,1350,1
641,4987,1188,2025-05-18,1350,1
642,2924,977,2026-01-29,750,1
643,1867,439,2025-10-29,975,1
644,2409,880,2025-03-07,1350,1
645,3044,1232,2025-12-02,1350,1
646,2496,1137,2025-08-04,975,1
647,1873,488,2025-05-17,1350,1
648,905,141,2025-09-14,1350,1
649,3990,656,2025-04-22,975,1
650,2977,102,2025-08-13,1350,1
651,3831,1140,2025-04-17,750,1
652,2628,772,2025-07-01,1350,1
653,823,600,2025-03-15,1350,1
654,3158,521,2025-10-14,1350,1
655,4356,989,2025-05-09,1350,1
656,2499,768,2025-08-24,750,1
657,2374,125,2025-07-01,1350,1
658,1896,783,2026-01-16,585,1
659,222,381,2025-11-23,1350,1
660,3676,1,2025-10-01,880,1
661,447,1057,2025-12-21,975,1
662,4291,931,2025-11-10,1350,1
663,1304,638,2025-08-13,520,1
664,3728,486,2025-09-12,880,1
665,297,594,2026-01-25,1350,1
666,3730,888,2025-03-03,1350,1
667,856,1382,2025-11-22,1350,1
668,99,910,2026-01-13,975,1
669,4220,727,2025-09-21,975,1
670,3885,792,2025-03-13,1820,1
671,1721,894,2025-07-14,1350,1
672,4979,1001,2025-09-19,1820,1
673,3914,1455,2026-01-13,520,1
674,4165,504,2025-11-28,1350,1
675,3895,494,2025-12-03,1350,1
676,4317,376,2025-02-27,975,1
677,2228,340,2025-08-17,750,1
678,1714,491,2025-07-27,1350,1
679,2003,1401,2025-05-17,1350,1
680,2933,1215,2026-01-17,1350,1
681,2921,1257,2025-09-04,750,1
682,1092,633,2026-01-19,975,1
683,551,1353,2025-02-21,975,1
684,780,1362,2025-02-13,975,1
685,110,497,2025-03-24,975,1
686,3388,480,2025-11-21,1350,1
687,3577,942,2025-03-11,1350,1
688,1892,117,2025-11-28,1350,1
689,3449,120,2025-07-14,1350,1
690,4384,1019,2025-08-09,975,1
691,1183,870,2025-04-20,1350,1
692,265,1460,2025-05-05,1350,1
693,87,296,2025-05-08,520,1
694,3711,197,2025-03-19,975,1
695,3880,799,2026-01-14,880,1
696,2370,59,2025-05-11,520,1
697,3946,167,2025-02-23,520,1
698,2146,380,2025-04-29,1350,1
699,2672,1331,2025-11-01,1350,1
700,1109,588,2025-05-03,1350,1
701,4143,665,2025-08-20,750,1
702,1240,140,2025-10-01,1350,1
703,151,247,2025-07-07,1350,1
704,1253,860,2025-04-08,1350,1
705,4558,728,2025-03-25,975,1
706,1763,27,2026-01-17,975,1
707,2563,449,2025-09-28,1350,1
708,4627,567,2025-10-13,1350,1
709,4170,1433,2026-01-02,1350,1
710,3749,1105,2025-05-02,975,1
711,1024,428,2025-04-06,1350,1
712,1495,817,2025-12-06,1350,1
713,1319,20,2025-12-19,1350,1
714,4518,163,2025-09-19,1350,1
715,1878,1026,2025-08-18,1350,1
716,3485,680,2025-09-24,1350,1
717,2220,345,2025-07-30,1350,1
718,3764,1101,2025-08-25,1350,1
719,2732,1468,2026-01-04,975,1
720,407,1191,2025-03-03,520,1
721,1055,1285,2026-01-15,880,1
722,4617,1464,2025-04-21,1350,1
723,2788,480,2025-10-12,1350,1
724,1644,1113,2025-10-26,1820,1
725,2621,817,2025-10-11,1350,1
726,653,967,2025-12-15,1350,1
727,4208,657,2025-05-18,1350,1
728,2003,983,2025-10-18,975,1
729,3806,1434,2025-05-30,1350,1
730,1740,487,2025-04-11,975,1
731,125,498,2025-11-23,1350,1
732,2328,390,2025-09-30,1350,1
733,3142,299,2025-07-20,975,1
734,3128,256,2025-07-05,880,1
735,3439,1269,2025-11-28,750,1
736,24,542,2025-05-20,520,1
737,1498,275,2025-07-08,520,1
738,2354,337,2026-01-05,790,1
739,2240,705,2025-12-29,520,1
740,3664,462,2025-04-01,520,1
741,2591,241,2025-04-23,1350,1
742,1943,1327,2026-01-27,975,1
743,1672,1403,2025-11-02,1350,1
744,198,917,2025-12-27,1350,1
745,2700,486,2025-07-21,880,1
746,2767,1335,2025-12-03,1350,1
747,3098,714,2025-12-19,880,1
