champion_id,skin_name,rarity,price_rp,is_base,champion_id_norm,skin_name_norm
Urgot,Pajama Guardian Cosplay Urgot,Epic,1350,False,urgot,pajamaguardiancosplayurgot
Urgot,Fright Night Urgot,Epic,1350,False,urgot,frightnighturgot
Urgot,Urgot the Clogfather,Epic,1350,False,urgot,urgottheclogfather
Leblanc,LeBlanc,Default,0,True,leblanc,leblanc
Leblanc,Wicked LeBlanc,Epic,1350,False,leblanc,wickedleblanc
Leblanc,Prestigious LeBlanc,Epic,1350,False,leblanc,prestigiousleblanc
Leblanc,Mistletoe LeBlanc,Epic,1350,False,leblanc,mistletoeleblanc
Leblanc,Ravenborn LeBlanc,Epic,1350,False,leblanc,ravenbornleblanc
Leblanc,Elderwood LeBlanc,Epic,1350,False,leblanc,elderwoodleblanc
Leblanc,Program LeBlanc,Epic,1350,False,leblanc,programleblanc
Leblanc,iG LeBlanc,Epic,1350,False,leblanc,igleblanc
Leblanc,Coven LeBlanc,Epic,1350,False,leblanc,covenleblanc
Leblanc,Worlds 2020 LeBlanc,Epic,1350,False,leblanc,worlds2020leblanc
Leblanc,Prestige Coven LeBlanc,Epic,1350,False,leblanc,prestigecovenleblanc
Leblanc,Debonair LeBlanc,Epic,1350,False,leblanc,debonairleblanc
Leblanc,Bewitching LeBlanc,Epic,1350,False,leblanc,bewitchingleblanc
Leblanc,Risen Legend LeBlanc,Epic,1350,False,leblanc,risenlegendleblanc
Vladimir,Vladimir,Default,0,True,vladimir,vladimir
Vladimir,Count Vladimir,Epic,1350,False,vladimir,countvladimir
Vladimir,Marquis Vladimir,Epic,1350,False,vladimir,marquisvladimir
Vladimir,Nosferatu Vladimir,Epic,1350,False,vladimir,nosferatuvladimir
Vladimir,Vandal Vladimir,Epic,1350,False,vladimir,vandalvladimir
Vladimir,Blood Lord Vladimir,Epic,1350,False,vladimir,bloodlordvladimir
Vladimir,Soulstealer Vladimir,Epic,1350,False,vladimir,soulstealervladimir
Vladimir,Academy Vladimir,Epic,1350,False,vladimir,academyvladimir
Vladimir,Dark Waters Vladimir,Epic,1350,False,vladimir,darkwatersvladimir
Vladimir,Nightbringer Vladimir,Epic,1350,False,vladimir,nightbringervladimir
Vladimir,Cosmic Devourer Vladimir,Epic,1350,False,vladimir,cosmicdevourervladimir
Vladimir,Cafe Cuties Vladimir,Epic,1350,False,vladimir,cafecutiesvladimir
Vladimir,Broken Covenant Vladimir,Epic,1350,False,vladimir,brokencovenantvladimir
Vladimir,Masque of the Black Rose Vladimir,Epic,1350,False,vladimir,masqueoftheblackrosevladimir
Fiddlesticks,Fiddlesticks,Default,0,True,fiddlesticks,fiddlesticks
Fiddlesticks,Spectral Fiddlesticks,Epic,1350,False,fiddlesticks,spectralfiddlesticks
Fiddlesticks,Union Jack Fiddlesticks,Epic,1350,False,fiddlesticks,unionjackfiddlesticks
Fiddlesticks,Bandito Fiddlesticks,Epic,1350,False,fiddlesticks,banditofiddlesticks
Fiddlesticks,Pumpkinhead Fiddlesticks,Epic,1350,False,fiddlesticks,pumpkinheadfiddlesticks
Fiddlesticks,Fiddle Me Timbers,Epic,1350,False,fiddlesticks,fiddlemetimbers
Fiddlesticks,Surprise Party Fiddlesticks,Epic,1350,False,fiddlesticks,surprisepartyfiddlesticks
Fiddlesticks,Dark Candy Fiddlesticks,Epic,1350,False,fiddlesticks,darkcandyfiddlesticks
Fiddlesticks,Risen Fiddlesticks,Epic,1350,False,fiddlesticks,risenfiddlesticks
Fiddlesticks,Praetorian Fiddlesticks,Epic,1350,False,fiddlesticks,praetorianfiddlesticks
Fiddlesticks,Star Nemesis Fiddlesticks,Epic,1350,False,fiddlesticks,starnemesisfiddlesticks
Fiddlesticks,Blood Moon Fiddlesticks,Epic,1350,False,fiddlesticks,bloodmoonfiddlesticks
Fiddlesticks,Flora Fatalis Fiddlesticks,Epic,1350,False,fiddlesticks,florafatalisfiddlesticks
Kayle,Kayle,Default,0,True,kayle,kayle
Kayle,Silver Kayle,Epic,1350,False,kayle,silverkayle
Kayle,Viridian Kayle,Epic,1350,False,kayle,viridiankayle
Kayle,Transcended Kayle,Epic,1350,False,kayle,transcendedkayle
Kayle,Battleborn Kayle,Epic,1350,False,kayle,battlebornkayle
Kayle,Judgment Kayle,Epic,1350,False,kayle,judgmentkayle
Kayle,Aether Wing Kayle,Epic,1350,False,kayle,aetherwingkayle
Kayle,Riot Kayle,Epic,1350,False,kayle,riotkayle
Kayle,Iron Inquisitor Kayle,Epic,1350,False,kayle,ironinquisitorkayle
Kayle,Pentakill Kayle,Epic,1350,False,kayle,pentakillkayle
Kayle,PsyOps Kayle,Epic,1350,False,kayle,psyopskayle
Kayle,Dragonslayer Kayle,Epic,1350,False,kayle,dragonslayerkayle
Kayle,Pentakill III: Lost Chapter Kayle,Epic,1350,False,kayle,pentakilliii:lostchapterkayle
Kayle,Sun-Eater Kayle,Epic,1350,False,kayle,sun-eaterkayle
Kayle,Immortal Journey Kayle,Epic,1350,False,kayle,immortaljourneykayle
Kayle,Empyrean Kayle,Epic,1350,False,kayle,empyreankayle
Kayle,Prestige Empyrean Kayle,Epic,1350,False,kayle,prestigeempyreankayle
Kayle,Spirit Blossom Kayle,Epic,1350,False,kayle,spiritblossomkayle
MasterYi,Master Yi,Default,0,True,masteryi,masteryi
MasterYi,Assassin Master Yi,Epic,1350,False,masteryi,assassinmasteryi
MasterYi,Chosen Master Yi,Epic,1350,False,masteryi,chosenmasteryi
MasterYi,Ionia Master Yi,Epic,1350,False,masteryi,ioniamasteryi
MasterYi,Samurai Yi,Epic,1350,False,masteryi,samuraiyi
MasterYi,Headhunter Master Yi,Epic,1350,False,masteryi,headhuntermasteryi
MasterYi,PROJECT: Yi,Epic,1350,False,masteryi,project:yi
MasterYi,Cosmic Blade Master Yi,Epic,1350,False,masteryi,cosmicblademasteryi
MasterYi,Eternal Sword Yi,Epic,1350,False,masteryi,eternalswordyi
MasterYi,Snow Man Yi,Epic,1350,False,masteryi,snowmanyi
MasterYi,Blood Moon Master Yi,Epic,1350,False,masteryi,bloodmoonmasteryi
MasterYi,PsyOps Master Yi,Epic,1350,False,masteryi,psyopsmasteryi
MasterYi,Debonair Master Yi,Epic,1350,False,masteryi,debonairmasteryi
MasterYi,Spirit Blossom Master Yi,Epic,1350,False,masteryi,spiritblossommasteryi
MasterYi,Prestige Spirit Blossom Master Yi,Epic,1350,False,masteryi,prestigespiritblossommasteryi
MasterYi,Inkshadow Master Yi,Epic,1350,False,masteryi,inkshadowmasteryi
MasterYi,Heavenscale Master Yi,Epic,1350,False,masteryi,heavenscalemasteryi
MasterYi,Victorious Master Yi,Epic,1350,False,masteryi,victoriousmasteryi
Alistar,Alistar,Default,0,True,alistar,alistar
Alistar,Black Alistar,Epic,1350,False,alistar,blackalistar
Alistar,Golden Alistar,Epic,1350,False,alistar,goldenalistar
Alistar,Matador Alistar,Epic,1350,False,alistar,matadoralistar
Alistar,Longhorn Alistar,Epic,1350,False,alistar,longhornalistar
Alistar,Unchained Alistar,Epic,1350,False,alistar,unchainedalistar
Alistar,Infernal Alistar,Epic,1350,False,alistar,infernalalistar
Alistar,Sweeper Alistar,Epic,1350,False,alistar,sweeperalistar
Alistar,Marauder Alistar,Epic,1350,False,alistar,marauderalistar
Alistar,SKT T1 Alistar,Epic,1350,False,alistar,sktt1alistar
Alistar,Moo Cow Alistar,Epic,1350,False,alistar,moocowalistar
Alistar,Hextech Alistar,Epic,1350,False,alistar,hextechalistar
Alistar,Conqueror Alistar,Epic,1350,False,alistar,conqueroralistar
Alistar,Blackfrost Alistar,Epic,1350,False,alistar,blackfrostalistar
Alistar,Lunar Beast Alistar,Epic,1350,False,alistar,lunarbeastalistar
Alistar,Elderwood Alistar,Epic,1350,False,alistar,elderwoodalistar
Ryze,Ryze,Default,0,True,ryze,ryze
Ryze,Young Ryze,Epic,1350,False,ryze,youngryze
Ryze,Tribal Ryze,Epic,1350,False,ryze,tribalryze
Ryze,Uncle Ryze,Epic,1350,False,ryze,uncleryze
Ryze,Triumphant Ryze,Epic,1350,False,ryze,triumphantryze
Ryze,Professor Ryze,Epic,1350,False,ryze,professorryze
Ryze,Zombie Ryze,Epic,1350,False,ryze,zombieryze
Ryze,Dark Crystal Ryze,Epic,1350,False,ryze,darkcrystalryze
Ryze,Pirate Ryze,Epic,1350,False,ryze,pirateryze
Ryze,Ryze Whitebeard,Epic,1350,False,ryze,ryzewhitebeard
Ryze,SKT T1 Ryze,Epic,1350,False,ryze,sktt1ryze
Ryze,Worlds 2019 Ryze,Epic,1350,False,ryze,worlds2019ryze
Ryze,Guardian of the Sands Ryze,Epic,1350,False,ryze,guardianofthesandsryze
Ryze,Arcana Ryze,Epic,1350,False,ryze,arcanaryze
Ryze,Blood Moon Ryze,Epic,1350,False,ryze,bloodmoonryze
Sion,Sion,Default,0,True,sion,sion
Sion,Hextech Sion,Epic,1350,False,sion,hextechsion
Sion,Barbarian Sion,Epic,1350,False,sion,barbariansion
Sion,Lumberjack Sion,Epic,1350,False,sion,lumberjacksion
Sion,Warmonger Sion,Epic,1350,False,sion,warmongersion
Sion,Mecha Zero Sion,Epic,1350,False,sion,mechazerosion
Sion,Worldbreaker Sion,Epic,1350,False,sion,worldbreakersion
Sion,Blackfrost Sion,Epic,1350,False,sion,blackfrostsion
Sion,High Noon Sion,Epic,1350,False,sion,highnoonsion
Sion,Cosmic Paladin Sion,Epic,1350,False,sion,cosmicpaladinsion
Sion,Grand Reckoning Sion,Epic,1350,False,sion,grandreckoningsion
Sivir,Sivir,Default,0,True,sivir,sivir
Sivir,Warrior Princess Sivir,Epic,1350,False,sivir,warriorprincesssivir
Sivir,Spectacular Sivir,Epic,1350,False,sivir,spectacularsivir
Sivir,Huntress Sivir,Epic,1350,False,sivir,huntresssivir
Sivir,Bandit Sivir,Epic,1350,False,sivir,banditsivir
Sivir,PAX Sivir,Epic,1350,False,sivir,paxsivir
Sivir,Snowstorm Sivir,Epic,1350,False,sivir,snowstormsivir
Sivir,Warden Sivir,Epic,1350,False,sivir,wardensivir
Sivir,Victorious Sivir,Epic,1350,False,sivir,victorioussivir
Sivir,Neo PAX Sivir,Epic,1350,False,sivir,neopaxsivir
Sivir,Pizza Delivery Sivir,Epic,1350,False,sivir,pizzadeliverysivir
Sivir,Blood Moon Sivir,Epic,1350,False,sivir,bloodmoonsivir
Sivir,Odyssey Sivir,Epic,1350,False,sivir,odysseysivir
Sivir,Cafe Cuties Sivir,Epic,1350,False,sivir,cafecutiessivir
Sivir,Solar Eclipse Sivir,Epic,1350,False,sivir,solareclipsesivir
Sivir,Mythmaker Sivir,Epic,1350,False,sivir,mythmakersivir
Sivir,Prestige Mythmaker Sivir,Epic,1350,False,sivir,prestigemythmakersivir
Sivir,Primal Ambush Sivir,Epic,1350,False,sivir,primalambushsivir
Sivir,Ann-Sivir-sary,Epic,1350,False,sivir,ann-sivir-sary
Soraka,Soraka,Default,0,True,soraka,soraka
Soraka,Dryad Soraka,Epic,1350,False,soraka,dryadsoraka
Soraka,Divine Soraka,Epic,1350,False,soraka,divinesoraka
Soraka,Celestine Soraka,Epic,1350,False,soraka,celestinesoraka
Soraka,Reaper Soraka,Epic,1350,False,soraka,reapersoraka
Soraka,Order of the Banana Soraka,Epic,1350,False,soraka,orderofthebananasoraka
Soraka,Program Soraka,Epic,1350,False,soraka,programsoraka
Soraka,Star Guardian Soraka,Epic,1350,False,soraka,starguardiansoraka
Soraka,Pajama Guardian Soraka,Epic,1350,False,soraka,pajamaguardiansoraka
Soraka,Winter Wonder Soraka,Epic,1350,False,soraka,winterwondersoraka
Soraka,Dawnbringer Soraka,Epic,1350,False,soraka,dawnbringersoraka
Soraka,Nightbringer Soraka,Epic,1350,False,soraka,nightbringersoraka
Soraka,Prestige Star Guardian Soraka,Epic,1350,False,soraka,prestigestarguardiansoraka
Soraka,Cafe Cuties Soraka,Epic,1350,False,soraka,cafecutiessoraka
Soraka,Spirit Blossom Soraka,Epic,1350,False,soraka,spiritblossomsoraka
Soraka,Immortal Journey Soraka,Epic,1350,False,soraka,immortaljourneysoraka
Soraka,Faerie Court Soraka,Epic,1350,False,soraka,faeriecourtsoraka
Soraka,Flora Fatalis Soraka,Epic,1350,False,soraka,florafatalissoraka
Teemo,Teemo,Default,0,True,teemo,teemo
Teemo,Happy Elf Teemo,Epic,1350,False,teemo,happyelfteemo
Teemo,Recon Teemo,Epic,1350,False,teemo,reconteemo
Teemo,Badger Teemo,Epic,1350,False,teemo,badgerteemo
Teemo,Astronaut Teemo,Epic,1350,False,teemo,astronautteemo
Teemo,Cottontail Teemo,Epic,1350,False,teemo,cottontailteemo
Teemo,Super Teemo,Epic,1350,False,teemo,superteemo
Teemo,Panda Teemo,Epic,1350,False,teemo,pandateemo
Teemo,Omega Squad Teemo,Epic,1350,False,teemo,omegasquadteemo
Teemo,Little Devil Teemo,Epic,1350,False,teemo,littledevilteemo
Teemo,Beemo,Epic,1350,False,teemo,beemo
Teemo,Spirit Blossom Teemo,Epic,1350,False,teemo,spiritblossomteemo
Teemo,Prestige Spirit Blossom Teemo,Epic,1350,False,teemo,prestigespiritblossomteemo
Teemo,Firecracker Teemo,Epic,1350,False,teemo,firecrackerteemo
Teemo,Space Groove Teemo,Epic,1350,False,teemo,spacegrooveteemo
Teemo,Spirit Blossom Springs Teemo,Epic,1350,False,teemo,spiritblossomspringsteemo
Tristana,Tristana,Default,0,True,tristana,tristana
Tristana,Riot Girl Tristana,Epic,1350,False,tristana,riotgirltristana
Tristana,Earnest Elf Tristana,Epic,1350,False,tristana,earnestelftristana
Tristana,Firefighter Tristana,Epic,1350,False,tristana,firefightertristana
Tristana,Guerilla Tristana,Epic,1350,False,tristana,guerillatristana
Tristana,Buccaneer Tristana,Epic,1350,False,tristana,buccaneertristana
Tristana,Rocket Girl Tristana,Epic,1350,False,tristana,rocketgirltristana
Tristana,Dragon Trainer Tristana,Epic,1350,False,tristana,dragontrainertristana
Tristana,Bewitching Tristana,Epic,1350,False,tristana,bewitchingtristana
Tristana,Omega Squad Tristana,Epic,1350,False,tristana,omegasquadtristana
Tristana,Little Demon Tristana,Epic,1350,False,tristana,littledemontristana
Tristana,Pengu Cosplay Tristana,Epic,1350,False,tristana,pengucosplaytristana
Tristana,Hextech Tristana,Epic,1350,False,tristana,hextechtristana
Tristana,Firecracker Tristana,Epic,1350,False,tristana,firecrackertristana
Tristana,Spirit Blossom Tristana,Epic,1350,False,tristana,spiritblossomtristana
Tristana,Faerie Court Tristana,Epic,1350,False,tristana,faeriecourttristana
Tristana,Rain Shepherd Tristana,Epic,1350,False,tristana,rainshepherdtristana
Warwick,Warwick,Default,0,True,warwick,warwick
Warwick,Grey Warwick,Epic,1350,False,warwick,greywarwick
Warwick,Urf the Manatee,Epic,1350,False,warwick,urfthemanatee
Warwick,Big Bad Warwick,Epic,1350,False,warwick,bigbadwarwick
Warwick,Tundra Hunter Warwick,Epic,1350,False,warwick,tundrahunterwarwick
Warwick,Feral Warwick,Epic,1350,False,warwick,feralwarwick
Warwick,Firefang Warwick,Epic,1350,False,warwick,firefangwarwick
Warwick,Hyena Warwick,Epic,1350,False,warwick,hyenawarwick
Warwick,Marauder Warwick,Epic,1350,False,warwick,marauderwarwick
Warwick,Urfwick,Epic,1350,False,warwick,urfwick
Warwick,Lunar Guardian Warwick,Epic,1350,False,warwick,lunarguardianwarwick
Warwick,PROJECT: Warwick,Epic,1350,False,warwick,project:warwick
Warwick,Old God Warwick,Epic,1350,False,warwick,oldgodwarwick
Warwick,Winterblessed Warwick,Epic,1350,False,warwick,winterblessedwarwick
Warwick,Prestige Winterblessed Warwick,Epic,1350,False,warwick,prestigewinterblessedwarwick
Warwick,Arcane Vander Warwick,Epic,1350,False,warwick,arcanevanderwarwick
Nunu,Nunu & Willump,Default,0,True,nunu,nunuandwillump
Nunu,Sasquatch Nunu & Willump,Epic,1350,False,nunu,sasquatchnunuandwillump
Nunu,Workshop Nunu & Willump,Epic,1350,False,nunu,workshopnunuandwillump
Nunu,Grungy Nunu & Willump,Epic,1350,False,nunu,grungynunuandwillump
Nunu,Nunu & Willump Bot,Epic,1350,False,nunu,nunuandwillumpbot
Nunu,Demolisher Nunu & Willump,Epic,1350,False,nunu,demolishernunuandwillump
Nunu,TPA Nunu & Willump,Epic,1350,False,nunu,tpanunuandwillump
Nunu,Zombie Nunu & Willump,Epic,1350,False,nunu,zombienunuandwillump
Nunu,Papercraft Nunu & Willump,Epic,1350,False,nunu,papercraftnunuandwillump
Nunu,Space Groove Nunu & Willump,Epic,1350,False,nunu,spacegroovenunuandwillump
Nunu,Nunu & Beelump,Epic,1350,False,nunu,nunuandbeelump
Nunu,Cosmic Paladins Nunu & Willump,Epic,1350,False,nunu,cosmicpaladinsnunuandwillump
Nunu,Fright Night Nunu & Willump,Epic,1350,False,nunu,frightnightnunuandwillump
MissFortune,Miss Fortune,Default,0,True,missfortune,missfortune
MissFortune,Cowgirl Miss Fortune,Epic,1350,False,missfortune,cowgirlmissfortune
MissFortune,Waterloo Miss Fortune,Epic,1350,False,missfortune,waterloomissfortune
MissFortune,Secret Agent Miss Fortune,Epic,1350,False,missfortune,secretagentmissfortune
MissFortune,Candy Cane Miss Fortune,Epic,1350,False,missfortune,candycanemissfortune
MissFortune,Road Warrior Miss Fortune,Epic,1350,False,missfortune,roadwarriormissfortune
MissFortune,Crime City Miss Fortune,Epic,1350,False,missfortune,crimecitymissfortune
MissFortune,Arcade Miss Fortune,Epic,1350,False,missfortune,arcademissfortune
MissFortune,Captain Fortune,Epic,1350,False,missfortune,captainfortune
MissFortune,Pool Party Miss Fortune,Epic,1350,False,missfortune,poolpartymissfortune
MissFortune,Star Guardian Miss Fortune,Epic,1350,False,missfortune,starguardianmissfortune
MissFortune,Gun Goddess Miss Fortune,Ultimate,3250,False,missfortune,gungoddessmissfortune
MissFortune,Pajama Guardian Miss Fortune,Epic,1350,False,missfortune,pajamaguardianmissfortune
MissFortune,Bewitching Miss Fortune,Epic,1350,False,missfortune,bewitchingmissfortune
MissFortune,Prestige Bewitching Miss Fortune,Epic,1350,False,missfortune,prestigebewitchingmissfortune
MissFortune,Ruined Miss Fortune,Epic,1350,False,missfortune,ruinedmissfortune
MissFortune,Battle Bunny Miss Fortune,Epic,1350,False,missfortune,battlebunnymissfortune
MissFortune,Admiral Battle Bunny Miss Fortune,Epic,1350,False,missfortune,admiralbattlebunnymissfortune
MissFortune,Prestige Bewitching Miss Fortune (2022),Epic,1350,False,missfortune,prestigebewitchingmissfortune(2022)
MissFortune,Broken Covenant Miss Fortune,Epic,1350,False,missfortune,brokencovenantmissfortune
MissFortune,Prestige Broken Covenant Miss Fortune,Epic,1350,False,missfortune,prestigebrokencovenantmissfortune
MissFortune,Porcelain Miss Fortune,Epic,1350,False,missfortune,porcelainmissfortune
MissFortune,Battle Queen Miss Fortune,Epic,1350,False,missfortune,battlequeenmissfortune
Ashe,Ashe,Default,0,True,ashe,ashe
Ashe,Freljord Ashe,Epic,1350,False,ashe,freljordashe
Ashe,Sherwood Forest Ashe,Epic,1350,False,ashe,sherwoodforestashe
Ashe,Woad Ashe,Epic,1350,False,ashe,woadashe
Ashe,Queen Ashe,Epic,1350,False,ashe,queenashe
Ashe,Amethyst Ashe,Epic,1350,False,ashe,amethystashe
Ashe,Heartseeker Ashe,Epic,1350,False,ashe,heartseekerashe
Ashe,Marauder Ashe,Epic,1350,False,ashe,marauderashe
Ashe,PROJECT: Ashe,Epic,1350,False,ashe,project:ashe
Ashe,Worlds 2017 Ashe,Epic,1350,False,ashe,worlds2017ashe
Ashe,Cosmic Queen Ashe,Epic,1350,False,ashe,cosmicqueenashe
Ashe,High Noon Ashe,Epic,1350,False,ashe,highnoonashe
Ashe,Fae Dragon Ashe,Epic,1350,False,ashe,faedragonashe
Ashe,Coven Ashe,Epic,1350,False,ashe,covenashe
Ashe,Ocean Song Ashe,Epic,1350,False,ashe,oceansongashe
Ashe,Lunar Empress Ashe,Epic,1350,False,ashe,lunarempressashe
Ashe,DRX Ashe,Epic,1350,False,ashe,drxashe
Ashe,Crystalis Motus Ashe,Epic,1350,False,ashe,crystalismotusashe
Ashe,Infernal Ashe,Epic,1350,False,ashe,infernalashe
Ashe,Spirit Blossom Ashe,Epic,1350,False,ashe,spiritblossomashe
Tryndamere,Tryndamere,Default,0,True,tryndamere,tryndamere
Tryndamere,Highland Tryndamere,Epic,1350,False,tryndamere,highlandtryndamere
Tryndamere,King Tryndamere,Epic,1350,False,tryndamere,kingtryndamere
Tryndamere,Viking Tryndamere,Epic,1350,False,tryndamere,vikingtryndamere
Tryndamere,Demonblade Tryndamere,Epic,1350,False,tryndamere,demonbladetryndamere
Tryndamere,Sultan Tryndamere,Epic,1350,False,tryndamere,sultantryndamere
Tryndamere,Warring Kingdoms Tryndamere,Epic,1350,False,tryndamere,warringkingdomstryndamere
Tryndamere,Nightmare Tryndamere,Epic,1350,False,tryndamere,nightmaretryndamere
Tryndamere,Beast Hunter Tryndamere,Epic,1350,False,tryndamere,beasthuntertryndamere
Tryndamere,Chemtech Tryndamere,Epic,1350,False,tryndamere,chemtechtryndamere
Tryndamere,Blood Moon Tryndamere,Epic,1350,False,tryndamere,bloodmoontryndamere
Tryndamere,Nightbringer Tryndamere,Epic,1350,False,tryndamere,nightbringertryndamere
Tryndamere,Victorious Tryndamere,Epic,1350,False,tryndamere,victorioustryndamere
Tryndamere,Visions of the Fallen Tryndamere,Epic,1350,False,tryndamere,visionsofthefallentryndamere
Jax,Jax,Default,0,True,jax,jax
Jax,The Mighty Jax,Epic,1350,False,jax,themightyjax
Jax,Vandal Jax,Epic,1350,False,jax,vandaljax
Jax,Angler Jax,Epic,1350,False,jax,anglerjax
Jax,PAX Jax,Epic,1350,False,jax,paxjax
Jax,Jaximus,Epic,1350,False,jax,jaximus
Jax,Temple Jax,Epic,1350,False,jax,templejax
Jax,Nemesis Jax,Epic,1350,False,jax,nemesisjax
Jax,SKT T1 Jax,Epic,1350,False,jax,sktt1jax
