skin_id,champion_name,skin_name,rarity,price_rp,release_date,champion_id,skin_num,skin_name_norm
107,Aurelion Sol,default,Legacy,880,2024-02-16,AurelionSol,0,aurelionsol
108,Aurelion Sol,Ashen Lord Aurelion Sol,Epic,1350,2021-12-04,AurelionSol,1,ashenlordaurelionsol
109,Aurelion Sol,Mecha Aurelion Sol,Epic,1350,2023-02-08,AurelionSol,2,mechaaurelionsol
110,Aurelion Sol,Storm Dragon Aurelion Sol,Epic,1350,2023-02-06,AurelionSol,11,stormdragonaurelionsol
111,Aurelion Sol,Inkshadow Aurelion Sol,Epic,1350,2022-07-11,AurelionSol,21,inkshadowaurelionsol
112,Aurelion Sol,Porcelain Protector Aurelion Sol,Legendary,1820,2023-05-01,AurelionSol,31,porcelainprotectoraurelionsol
113,Aurora,default,Legacy,975,2020-08-11,Aurora,0,aurora
114,Aurora,Battle Bunny Aurora,Epic,1350,2024-11-13,Aurora,1,battlebunnyaurora
115,Azir,default,Legacy,880,2023-09-07,Azir,0,azir
116,Azir,Galactic Azir,Legacy,975,2022-02-08,Azir,1,galacticazir
117,Azir,Gravelord Azir,Epic,1350,2022-06-06,Azir,2,gravelordazir
118,Azir,Warring Kingdoms Azir,Epic,1350,2020-08-01,Azir,4,warringkingdomsazir
119,Azir,Elderwood Azir,Epic,1350,2025-05-03,Azir,5,elderwoodazir
120,Azir,Worlds 2022 Azir,Epic,1350,2025-03-24,Azir,14,worlds2022azir
121,Azir,Attorney Azir,Epic,1350,2025-06-19,Azir,19,attorneyazir
122,Bard,default,Legacy,880,2020-12-17,Bard,0,bard
123,Bard,Elderwood Bard,Legacy,975,2020-05-05,Bard,1,elderwoodbard
124,Bard,Snow Day Bard,Epic,1350,2025-09-26,Bard,5,snowdaybard
125,Bard,Astronaut Bard,Epic,1350,2020-12-05,Bard,8,astronautbard
126,Bard,Cafe Cuties Bard,Epic,1350,2022-06-24,Bard,17,cafecutiesbard
127,Bard,Shan Hai Scrolls Bard,Epic,1350,2022-08-04,Bard,26,shanhaiscrollsbard
128,Bel'Veth,default,Legacy,975,2023-09-12,Belveth,0,belveth
129,Bel'Veth,Battle Boss Bel'Veth,Epic,1350,2021-08-02,Belveth,1,battlebossbelveth
130,Bel'Veth,Cosmic Matriarch Bel'Veth,Epic,1350,2021-08-26,Belveth,10,cosmicmatriarchbelveth
131,Bel'Veth,Primordian Bel'Veth,Epic,1350,2020-03-29,Belveth,19,primordianbelveth
132,Blitzcrank,default,Legacy,790,2020-08-16,Blitzcrank,0,blitzcrank
133,Blitzcrank,Rusty Blitzcrank,Legacy,520,2022-06-04,Blitzcrank,1,rustyblitzcrank
134,Blitzcrank,Goalkeeper Blitzcrank,Legacy,520,2021-02-18,Blitzcrank,2,goalkeeperblitzcrank
135,Blitzcrank,Boom Boom Blitzcrank,Legacy,520,2025-11-18,Blitzcrank,3,boomboomblitzcrank
136,Blitzcrank,Piltover Customs Blitzcrank,Epic,1350,2024-11-07,Blitzcrank,4,piltovercustomsblitzcrank
137,Blitzcrank,Definitely Not Blitzcrank,Legacy,975,2021-12-23,Blitzcrank,5,definitelynotblitzcrank
138,Blitzcrank,Riot Blitzcrank,Legacy,975,2020-04-22,Blitzcrank,7,riotblitzcrank
139,Blitzcrank,Battle Boss Blitzcrank,Epic,1350,2020-08-02,Blitzcrank,11,battlebossblitzcrank
140,Blitzcrank,Lancer Rogue Blitzcrank,Epic,1350,2023-01-24,Blitzcrank,20,lancerrogueblitzcrank
141,Blitzcrank,Lancer Paragon Blitzcrank,Epic,1350,2025-11-19,Blitzcrank,21,lancerparagonblitzcrank
142,Blitzcrank,Witch's Brew Blitzcrank,Epic,1350,2021-05-16,Blitzcrank,22,witchsbrewblitzcrank
143,Blitzcrank,Space Groove Blitz & Crank,Legendary,1820,2021-03-25,Blitzcrank,29,spacegrooveblitzcrank
144,Blitzcrank,Zenith Games Blitzcrank,Epic,1350,2021-01-05,Blitzcrank,47,zenithgamesblitzcrank
145,Brand,default,Legacy,880,2023-04-14,Brand,0,brand
146,Brand,Apocalyptic Brand,Legacy,750,2024-01-14,Brand,1,apocalypticbrand
147,Brand,Vandal Brand,Legacy,520,2022-10-21,Brand,2,vandalbrand
148,Brand,Cryocore Brand,Legacy,975,2024-05-11,Brand,3,cryocorebrand
149,Brand,Zombie Brand,Legendary,1820,2025-11-17,Brand,4,zombiebrand
150,Brand,Spirit Fire Brand,Epic,1350,2022-03-31,Brand,5,spiritfirebrand
151,Brand,Battle Boss Brand,Epic,1350,2023-03-04,Brand,6,battlebossbrand
152,Brand,Eternal Dragon Brand,Epic,1350,2021-06-19,Brand,8,eternaldragonbrand
153,Brand,Debonair Brand,Epic,1350,2024-02-21,Brand,21,debonairbrand
154,Brand,Street Demons Brand,Epic,1350,2021-10-13,Brand,33,streetdemonsbrand
155,Brand,Empyrean Brand,Epic,1350,2023-11-11,Brand,42,empyreanbrand
156,Braum,default,Legacy,880,2023-10-30,Braum,0,braum
157,Braum,Dragonslayer Braum,Legacy,975,2023-02-11,Braum,1,dragonslayerbraum
158,Braum,Santa Braum,Epic,1350,2025-04-15,Braum,10,santabraum
159,Braum,Crime City Braum,Epic,1350,2023-05-13,Braum,11,crimecitybraum
160,Braum,Sugar Rush Braum,Epic,1350,2020-10-11,Braum,24,sugarrushbraum
161,Braum,Pool Party Braum,Epic,1350,2024-08-21,Braum,33,poolpartybraum
162,Briar,default,Legacy,975,2025-01-21,Briar,0,briar
163,Briar,Street Demons Briar,Epic,1350,2025-11-18,Briar,1,streetdemonsbriar
164,Briar,Primordian Briar,Epic,1350,2021-01-20,Briar,10,primordianbriar
165,Caitlyn,default,Legacy,880,2023-04-20,Caitlyn,0,caitlyn
166,Caitlyn,Resistance Caitlyn,Legacy,520,2021-02-06,Caitlyn,1,resistancecaitlyn
167,Caitlyn,Sheriff Caitlyn,Legacy,520,2022-04-17,Caitlyn,2,sheriffcaitlyn
168,Caitlyn,Safari Caitlyn,Legacy,975,2025-05-03,Caitlyn,3,safaricaitlyn
169,Caitlyn,Arctic Warfare Caitlyn,Legacy,750,2024-03-19,Caitlyn,4,arcticwarfarecaitlyn
170,Caitlyn,Officer Caitlyn,Legacy,975,2022-08-15,Caitlyn,5,officercaitlyn
171,Caitlyn,Headhunter Caitlyn,Legacy,975,2023-05-08,Caitlyn,6,headhuntercaitlyn
172,Caitlyn,Lunar Wraith Caitlyn,Epic,1350,2020-09-09,Caitlyn,10,lunarwraithcaitlyn
173,Caitlyn,Pulsefire Caitlyn,Legendary,1820,2021-01-06,Caitlyn,11,pulsefirecaitlyn
174,Caitlyn,Pool Party Caitlyn,Epic,1350,2020-12-03,Caitlyn,13,poolpartycaitlyn
175,Caitlyn,Arcade Caitlyn,Epic,1350,2024-06-27,Caitlyn,19,arcadecaitlyn
176,Caitlyn,Battle Academia Caitlyn,Legendary,1820,2022-10-27,Caitlyn,22,battleacademiacaitlyn
177,Caitlyn,Snow Moon Caitlyn,Epic,1350,2025-01-19,Caitlyn,30,snowmooncaitlyn
178,Caitlyn,Heartthrob Caitlyn,Epic,1350,2024-02-05,Caitlyn,39,heartthrobcaitlyn
179,Camille,default,Legacy,975,2025-07-24,Camille,0,camille
180,Camille,Program Camille,Epic,1350,2024-12-03,Camille,1,programcamille
181,Camille,Coven Camille,Epic,1350,2023-09-29,Camille,2,covencamille
182,Camille,Arcana Camille,Epic,1350,2020-03-20,Camille,11,arcanacamille
183,Camille,Strike Commander Camille,Epic,1350,2020-11-21,Camille,21,strikecommandercamille
184,Camille,Winterblessed Camille,Epic,1350,2022-08-14,Camille,31,winterblessedcamille
185,Cassiopeia,default,Legacy,880,2023-12-14,Cassiopeia,0,cassiopeia
186,Cassiopeia,Desperada Cassiopeia,Legacy,520,2024-07-13,Cassiopeia,1,desperadacassiopeia
187,Cassiopeia,Siren Cassiopeia,Legacy,520,2025-01-11,Cassiopeia,2,sirencassiopeia
188,Cassiopeia,Mythic Cassiopeia,Legacy,975,2022-04-25,Cassiopeia,3,mythiccassiopeia
189,Cassiopeia,Jade Fang Cassiopeia,Legacy,975,2024-07-31,Cassiopeia,4,jadefangcassiopeia
190,Cassiopeia,Eternum Cassiopeia,Epic,1350,2023-02-14,Cassiopeia,8,eternumcassiopeia
191,Cassiopeia,Spirit Blossom Cassiopeia,Epic,1350,2024-01-29,Cassiopeia,9,spiritblossomcassiopeia
192,Cassiopeia,Coven Cassiopeia,Epic,1350,2024-03-06,Cassiopeia,18,covencassiopeia
193,Cassiopeia,Bewitching Cassiopeia,Epic,1350,2025-02-01,Cassiopeia,28,bewitchingcassiopeia
194,Cho'Gath,default,Epic,585,2020-03-09,Chogath,0,chogath
195,Cho'Gath,Gentleman Cho'Gath,Legendary,1820,2023-04-12,Chogath,2,gentlemanchogath
196,Cho'Gath,Loch Ness Cho'Gath,Legacy,520,2025-08-03,Chogath,3,lochnesschogath
197,Cho'Gath,Jurassic Cho'Gath,Legacy,975,2025-07-02,Chogath,4,jurassicchogath
198,Cho'Gath,Battlecast Prime Cho'Gath,Legendary,1820,2023-03-19,Chogath,5,battlecastprimechogath
199,Cho'Gath,Prehistoric Cho'Gath,Legacy,750,2023-09-11,Chogath,6,prehistoricchogath
200,Cho'Gath,Shan Hai Scrolls Cho'Gath,Epic,1350,2024-08-11,Chogath,14,shanhaiscrollschogath
201,Cho'Gath,Broken Covenant Cho'Gath,Epic,1350,2022-05-14,Chogath,23,brokencovenantchogath
202,Cho'Gath,Toy Terror Cho'Gath,Epic,1350,2025-08-06,Chogath,32,toyterrorchogath
203,Corki,default,Legacy,790,2025-09-17,Corki,0,corki
204,Corki,Ice Toboggan Corki,Legendary,1820,2025-11-02,Corki,2,icetoboggancorki
205,Corki,Red Baron Corki,Legendary,1820,2025-07-17,Corki,3,redbaroncorki
206,Corki,Hot Rod Corki,Legacy,520,2020-04-12,Corki,4,hotrodcorki
207,Corki,Urfrider Corki,Legacy,975,2022-12-26,Corki,5,urfridercorki
208,Corki,Dragonwing Corki,Legacy,975,2022-07-23,Corki,6,dragonwingcorki
209,Corki,Fnatic Corki,Legacy,750,2023-02-21,Corki,7,fnaticcorki
210,Corki,Arcade Corki,Epic,1350,2023-05-02,Corki,8,arcadecorki
211,Corki,Corgi Corki,Epic,1350,2024-02-13,Corki,18,corgicorki
212,Corki,Astronaut Corki,Epic,1350,2021-10-29,Corki,26,astronautcorki
213,Darius,default,Legacy,880,2023-10-23,Darius,0,darius
214,Darius,Lord Darius,Legacy,975,2021-11-25,Darius,1,lorddarius
215,Darius,Bioforge Darius,Legacy,975,2020-06-19,Darius,2,bioforgedarius
216,Darius,Woad King Darius,Legacy,975,2020-12-05,Darius,3,woadkingdarius
217,Darius,Dunkmaster Darius,Legendary,1820,2021-12-04,Darius,4,dunkmasterdarius
218,Darius,Academy Darius,Legacy,750,2023-02-19,Darius,8,academydarius
219,Darius,God-King Darius,Legendary,1820,2020-07-11,Darius,15,godkingdarius
220,Darius,Spirit Blossom Darius,Epic,1350,2021-07-27,Darius,43,spiritblossomdarius
221,Darius,Porcelain Darius,Epic,1350,2022-06-28,Darius,54,porcelaindarius
222,Diana,default,Legacy,880,2020-09-15,Diana,0,diana
223,Diana,Dark Valkyrie Diana,Legacy,975,2020-05-22,Diana,1,darkvalkyriediana
224,Diana,Lunar Goddess Diana,Legacy,975,2022-05-22,Diana,2,lunargoddessdiana
225,Diana,Infernal Diana,Epic,1350,2025-07-25,Diana,3,infernaldiana
226,Diana,Blood Moon Diana,Epic,1350,2022-10-24,Diana,11,bloodmoondiana
227,Diana,Dark Waters Diana,Epic,1350,2020-03-21,Diana,12,darkwatersdiana
228,Diana,Dragonslayer Diana,Epic,1350,2023-11-24,Diana,18,dragonslayerdiana
229,Diana,Battle Queen Diana,Epic,1350,2024-12-19,Diana,25,battlequeendiana
230,Diana,Sentinel Diana,Epic,1350,2025-06-08,Diana,27,sentineldiana
231,Diana,Firecracker Diana,Epic,1350,2022-03-04,Diana,37,firecrackerdiana
232,Diana,Winterblessed Diana,Legendary,1820,2026-01-12,Diana,47,winterblesseddiana
233,Diana,Heavenscale Diana,Epic,1350,2024-06-11,Diana,54,heavenscalediana
234,Draven,default,Legacy,880,2023-03-15,Draven,0,draven
235,Draven,Soul Reaver Draven,Epic,1350,2024-08-25,Draven,1,soulreaverdraven
236,Draven,Gladiator Draven,Legacy,975,2025-12-21,Draven,2,gladiatordraven
237,Draven,Primetime Draven,Legacy,975,2020-11-03,Draven,3,primetimedraven
238,Draven,Pool Party Draven,Legacy,975,2025-08-24,Draven,4,poolpartydraven
239,Draven,Beast Hunter Draven,Legacy,750,2021-06-23,Draven,5,beasthunterdraven
240,Draven,Santa Draven,Epic,1350,2020-05-07,Draven,12,santadraven
241,Draven,Mecha Kingdoms Draven,Epic,1350,2022-05-08,Draven,13,mechakingdomsdraven
242,Draven,Ruined Draven,Epic,1350,2024-03-18,Draven,20,ruineddraven
243,Draven,Debonair Draven,Epic,1350,2025-01-19,Draven,29,debonairdraven
244,Draven,La Ilusión Draven,Epic,1350,2023-12-14,Draven,48,lailusindraven
245,Dr. Mundo,default,Epic,260,2022-08-23,DrMundo,0,drmundo
246,Dr. Mundo,Toxic Dr. Mundo,Legacy,520,2022-09-30,DrMundo,1,toxicdrmundo
247,Dr. Mundo,Street Demons Dr. Mundo,Epic,1350,2025-03-27,DrMundo,21,streetdemonsdrmundo
248,Ekko,default,Legacy,880,2020-05-06,Ekko,0,ekko
249,Ekko,Sandstorm Ekko,Legacy,975,2022-04-26,Ekko,1,sandstormekko
250,Ekko,Academy Ekko,Legacy,750,2024-06-21,Ekko,2,academyekko
251,Ekko,PROJECT: Ekko,Epic,1350,2024-10-03,Ekko,3,projectekko
252,Ekko,Trick or Treat Ekko,Epic,1350,2023-01-05,Ekko,12,trickortreatekko
253,Ekko,True Damage Ekko,Legendary,1820,2020-03-24,Ekko,19,truedamageekko
254,Ekko,Pulsefire Ekko,Epic,1350,2024-02-01,Ekko,28,pulsefireekko
255,Ekko,Star Guardian Ekko,Epic,1350,2021-05-17,Ekko,45,starguardianekko
256,Elise,default,Legacy,880,2025-08-04,Elise,0,elise
257,Elise,Death Blossom Elise,Legacy,975,2022-01-25,Elise,1,deathblossomelise
258,Elise,Blood Moon Elise,Legacy,975,2023-04-11,Elise,3,bloodmoonelise
259,Elise,Super Galaxy Elise,Epic,1350,2020-07-04,Elise,5,supergalaxyelise
260,Elise,Bewitching Elise,Epic,1350,2022-06-25,Elise,6,bewitchingelise
261,Elise,Withered Rose Elise,Epic,1350,2022-11-25,Elise,15,witheredroseelise
262,Elise,Coven Elise,Epic,1350,2023-11-23,Elise,24,covenelise
263,Evelynn,default,Epic,585,2021-06-28,Evelynn,0,evelynn
264,Evelynn,Shadow Evelynn,Legacy,520,2024-03-15,Evelynn,1,shadowevelynn
265,Evelynn,Masquerade Evelynn,Legacy,520,2021-12-11,Evelynn,2,masqueradeevelynn
266,Evelynn,Tango Evelynn,Legacy,520,2021-11-24,Evelynn,3,tangoevelynn
267,Evelynn,Safecracker Evelynn,Legacy,750,2025-12-24,Evelynn,4,safecrackerevelynn
268,Evelynn,Blood Moon Evelynn,Legacy,975,2024-04-14,Evelynn,5,bloodmoonevelynn
269,Evelynn,K/DA Evelynn,Epic,1350,2020-07-15,Evelynn,6,kdaevelynn
270,Evelynn,Sugar Rush Evelynn,Epic,1350,2020-03-20,Evelynn,8,sugarrushevelynn
271,Evelynn,K/DA ALL OUT Evelynn,Epic,1350,2022-10-04,Evelynn,15,kdaalloutevelynn
272,Evelynn,Coven Evelynn,Legendary,1820,2021-02-16,Evelynn,24,covenevelynn
273,Evelynn,Spirit Blossom Evelynn,Epic,1350,2023-07-27,Evelynn,32,spiritblossomevelynn
274,Ezreal,default,Legacy,880,2023-01-11,Ezreal,0,ezreal
275,Ezreal,Nottingham Ezreal,Legacy,520,2025-12-18,Ezreal,1,nottinghamezreal
276,Ezreal,Striker Ezreal,Legacy,520,2022-03-26,Ezreal,2,strikerezreal
277,Ezreal,Frosted Ezreal,Legacy,520,2023-08-22,Ezreal,3,frostedezreal
278,Ezreal,Explorer Ezreal,Legacy,750,2024-08-18,Ezreal,4,explorerezreal
279,Ezreal,Pulsefire Ezreal,Ultimate,3250,2023-03-12,Ezreal,5,pulsefireezreal
280,Ezreal,TPA Ezreal,Legacy,750,2024-01-16,Ezreal,6,tpaezreal
281,Ezreal,Debonair Ezreal,Legacy,750,2023-11-27,Ezreal,7,debonairezreal
282,Ezreal,Ace of Spades Ezreal,Legacy,750,2023-06-30,Ezreal,8,aceofspadesezreal
283,Ezreal,Arcade Ezreal,Epic,1350,2022-09-19,Ezreal,9,arcadeezreal
284,Ezreal,Star Guardian Ezreal,Epic,1350,2024-07-09,Ezreal,18,starguardianezreal
285,Ezreal,SSG Ezreal,Epic,1350,2024-07-15,Ezreal,19,ssgezreal
286,Ezreal,Pajama Guardian Ezreal,Epic,1350,2022-08-01,Ezreal,20,pajamaguardianezreal
287,Ezreal,Battle Academia Ezreal,Legendary,1820,2024-12-15,Ezreal,21,battleacademiaezreal
288,Ezreal,PsyOps Ezreal,Epic,1350,2021-07-15,Ezreal,22,psyopsezreal
289,Ezreal,Porcelain Protector Ezreal,Legendary,1820,2021-10-09,Ezreal,25,porcelainprotectorezreal
290,Ezreal,Faerie Court Ezreal,Epic,1350,2025-10-12,Ezreal,33,faeriecourtezreal
291,Ezreal,HEARTSTEEL Ezreal,Epic,1350,2022-09-20,Ezreal,43,heartsteelezreal
292,Ezreal,Heavenscale Ezreal,Epic,1350,2020-02-06,Ezreal,44,heavenscaleezreal
293,Fiddlesticks,default,Epic,585,2024-05-24,Fiddlesticks,0,fiddlesticks
294,Fiddlesticks,Spectral Fiddlesticks,Legacy,520,2023-11-30,Fiddlesticks,1,spectralfiddlesticks
295,Fiddlesticks,Union Jack Fiddlesticks,Legacy,520,2020-02-07,Fiddlesticks,2,unionjackfiddlesticks
296,Fiddlesticks,Bandito Fiddlesticks,Legacy,520,2021-04-30,Fiddlesticks,3,banditofiddlesticks
297,Fiddlesticks,Pumpkinhead Fiddlesticks,Legacy,520,2020-12-28,Fiddlesticks,4,pumpkinheadfiddlesticks
