transaction_id,player_id,skin_id,purchase_date,price_rp,quantity
269,305,78,2025-11-28,1350,1
270,1683,126,2025-12-28,1350,1
271,3845,125,2025-12-29,1350,1
272,2855,88,2025-11-01,520,1
273,4617,39,2025-03-21,1350,1
274,2643,132,2025-06-27,1350,1
275,712,2,2025-10-12,1350,1
276,4361,149,2025-02-10,1350,1
277,105,109,2025-07-11,1350,1
278,1902,130,2025-07-20,1350,1
279,3633,41,2025-10-27,520,1
280,2830,133,2025-04-07,1350,1
281,4913,39,2025-02-23,1350,1
282,4418,42,2025-09-01,1350,1
283,2306,155,2025-03-27,975,1
284,4668,104,2025-09-22,1350,1
285,2511,56,2025-10-25,1350,1
286,4924,45,2025-08-25,1350,1
287,1493,19,2025-05-11,1350,1
288,1375,137,2025-06-06,1350,1
289,3448,34,2025-10-21,520,1
290,1979,22,2025-06-19,750,1
291,2298,143,2025-11-18,750,1
292,2951,145,2025-09-29,1350,1
293,970,27,2025-10-06,1350,1
294,4563,128,2025-02-07,1350,1
295,706,67,2025-08-18,1820,1
296,450,146,2025-06-20,1350,1
297,365,115,2025-08-11,1350,1
298,2282,100,2025-09-09,750,1
299,3992,119,2025-10-01,975,1
300,2433,139,2025-11-13,1350,1
301,4799,44,2025-12-11,750,1
302,887,88,2025-03-23,520,1
303,3023,78,2026-01-05,1350,1
304,2787,128,2025-09-11,1350,1
305,2076,52,2025-04-05,1350,1
306,1412,72,2025-02-15,1350,1
307,3309,106,2026-01-11,520,1
308,2764,21,2025-06-16,1350,1
309,2932,31,2025-05-07,975,1
310,2593,141,2025-10-31,1350,1
311,3430,103,2026-01-08,975,1
312,3357,60,2025-11-14,1350,1
313,973,135,2025-10-27,975,1
314,3785,128,2026-01-14,1350,1
315,1729,39,2025-07-10,1350,1
316,2952,112,2025-07-01,1820,1
317,3249,10,2025-06-10,1350,1
318,3226,83,2025-04-02,1350,1
319,1940,136,2025-12-07,1350,1
320,2721,118,2025-08-08,975,1
321,83,56,2025-02-25,1350,1
322,2162,152,2025-06-22,1350,1
323,672,9,2025-12-05,1350,1
324,4529,156,2025-12-24,1350,1
325,792,26,2025-08-09,1350,1
326,3002,56,2025-04-27,1350,1
327,799,109,2025-02-15,1350,1
328,3427,24,2025-09-24,750,1
329,1949,13,2025-07-14,1350,1
330,4140,47,2025-08-29,1350,1
331,1039,10,2025-02-01,1350,1
332,3327,42,2026-01-14,1350,1
333,4452,36,2025-04-23,1350,1
334,3435,87,2025-03-10,1820,1
335,2729,136,2025-07-02,1350,1
336,4956,128,2025-07-25,1350,1
337,1546,28,2026-01-09,1820,1
338,198,51,2025-12-28,1350,1
339,1631,30,2025-03-16,750,1
340,86,156,2025-03-18,1350,1
341,1461,70,2026-01-19,1350,1
342,1091,126,2026-01-06,1350,1
343,4575,149,2025-07-02,1350,1
344,4773,147,2025-11-09,1350,1
345,4806,118,2025-09-05,975,1
346,3659,109,2026-01-14,1350,1
347,3907,36,2025-03-19,1350,1
348,3219,70,2025-02-26,1350,1
349,554,68,2025-11-12,975,1
350,4852,45,2026-01-25,1350,1
351,708,35,2026-01-26,1350,1
352,4464,155,2025-08-30,975,1
353,2594,132,2025-09-23,1350,1
354,807,144,2025-10-31,520,1
355,1925,119,2025-07-26,975,1
356,223,141,2025-03-06,1350,1
357,3941,152,2025-09-07,1350,1
358,2965,123,2025-11-21,1350,1
359,4370,19,2025-02-12,1350,1
360,426,132,2025-03-16,1350,1
361,2376,108,2025-07-29,1820,1
362,284,136,2025-09-28,1350,1
363,1454,56,2025-04-24,1350,1
364,3828,100,2025-06-23,750,1
365,1682,55,2025-03-03,1350,1
366,3321,100,2025-11-19,750,1
367,3214,124,2025-03-02,1350,1
368,4296,88,2025-07-18,520,1
369,1826,80,2025-07-06,1350,1
370,4945,132,2025-11-23,1350,1
371,1854,106,2025-02-16,520,1
372,4386,65,2025-02-20,1350,1
373,1649,10,2025-06-11,1350,1
374,3949,109,2025-08-25,1350,1
375,39,81,2025-07-16,1350,1
376,640,47,2025-05-22,1350,1
377,1417,22,2025-08-09,750,1
378,1866,52,2025-12-14,1350,1
379,704,134,2025-10-02,975,1
380,2281,104,2025-08-12,1350,1
381,3851,36,2025-06-21,1350,1
382,2156,96,2025-09-12,750,1
383,2474,41,2025-02-09,520,1
384,1654,7,2025-11-27,975,1
385,4681,134,2025-04-25,975,1
386,4410,90,2025-09-25,1350,1
387,78,54,2025-05-30,975,1
388,4826,24,2025-05-24,750,1
389,4871,61,2025-06-09,750,1
390,118,68,2025-05-11,975,1
391,4646,4,2025-10-19,1350,1
392,4912,9,2025-03-20,1350,1
393,801,129,2025-07-05,1350,1
394,1944,50,2025-04-07,1820,1
395,388,99,2025-07-25,1350,1
396,4746,106,2025-04-21,520,1
397,2794,157,2025-05-18,1350,1
398,262,83,2025-10-21,1350,1
399,3251,35,2025-03-10,1350,1
400,1757,75,2025-07-19,1820,1
401,1578,70,2026-01-06,1350,1
402,166,92,2025-07-05,1350,1
403,1187,60,2025-06-19,1350,1
404,3910,105,2025-07-25,1350,1
405,4746,9,2025-05-14,1350,1
406,1596,128,2025-11-24,1350,1
407,3766,152,2025-08-11,1350,1
408,611,101,2026-01-19,975,1
409,275,91,2025-03-27,1350,1
410,4137,19,2025-05-10,1350,1
411,2032,105,2025-10-25,1350,1
412,828,150,2025-02-21,1350,1
413,1506,70,2025-05-20,1350,1
414,2800,34,2025-04-21,520,1
415,390,54,2025-05-16,975,1
416,1388,106,2025-11-03,520,1
417,78,108,2025-02-21,1820,1
418,3614,35,2025-09-25,1350,1
419,1282,105,2025-03-12,1350,1
420,2887,31,2025-09-01,975,1
421,1931,130,2025-03-14,1350,1
422,4394,26,2025-02-21,1350,1
423,2577,80,2025-03-09,1350,1
424,202,47,2025-02-12,1350,1
425,4565,23,2025-04-23,1350,1
426,4210,9,2025-12-03,1350,1
427,61,144,2025-07-06,520,1
428,3414,117,2025-10-01,520,1
429,4669,133,2025-12-19,1350,1
430,4381,52,2025-09-28,1350,1
431,660,41,2025-12-05,520,1
432,895,130,2025-05-18,1350,1
433,4675,57,2025-05-01,750,1
434,4071,19,2025-04-04,1350,1
435,571,121,2026-01-27,1350,1
436,3612,46,2025-04-29,1350,1
437,2507,27,2025-07-16,1350,1
438,4252,149,2025-08-12,1350,1
439,1133,143,2025-09-10,750,1
440,3066,21,2025-12-08,1350,1
441,3428,135,2025-12-22,975,1
442,2755,152,2025-10-06,1350,1
443,1740,76,2026-01-03,520,1
444,4559,84,2025-05-26,1820,1
445,1754,57,2025-09-01,750,1
446,4518,151,2025-05-18,1350,1
447,210,110,2025-06-12,1350,1
448,1772,21,2025-11-05,1350,1
449,994,139,2025-03-09,1350,1
450,1536,98,2025-11-15,1350,1
451,2565,42,2026-01-24,1350,1
452,2499,115,2025-05-29,1350,1
453,4612,130,2025-10-30,1350,1
454,1917,13,2026-01-22,1350,1
455,2663,22,2025-12-06,750,1
456,4652,44,2026-01-26,750,1
457,4145,70,2025-11-02,1350,1
458,41,48,2025-03-27,750,1
459,2255,109,2025-08-18,1350,1
460,662,114,2025-05-08,1820,1
461,536,81,2025-09-08,1350,1
462,2808,141,2026-01-29,1350,1
463,683,4,2025-12-04,1350,1
464,4643,139,2025-03-02,1350,1
465,3162,70,2025-08-08,1350,1
466,3954,90,2025-04-12,1350,1
467,4059,98,2025-10-12,1350,1
468,2239,104,2026-01-17,1350,1
469,2232,10,2025-09-11,1350,1
470,1003,94,2025-06-26,750,1
471,92,141,2025-10-06,1350,1
472,1201,137,2025-10-31,1350,1
473,4919,34,2025-08-28,520,1
474,3668,70,2025-11-16,1350,1
475,4310,23,2025-11-04,1350,1
476,3272,59,2025-07-16,1350,1
477,1546,108,2025-06-30,1820,1
478,2376,129,2025-06-02,1350,1
479,491,90,2025-12-26,1350,1
480,4019,15,2025-10-08,1820,1
481,815,141,2025-10-28,1350,1
482,1439,112,2025-11-19,1820,1
483,2308,99,2025-08-12,1350,1
484,2364,24,2025-03-21,750,1
485,4380,6,2025-12-22,1350,1
486,468,41,2025-09-04,520,1
487,939,36,2025-04-06,1350,1
488,2209,123,2025-12-03,1350,1
489,3901,66,2025-07-16,1350,1
490,595,78,2025-02-04,1350,1
491,4396,104,2025-11-28,1350,1
492,3776,117,2025-07-29,520,1
493,1371,124,2025-04-18,1350,1
494,4931,60,2026-01-19,1350,1
495,4889,8,2025-06-18,520,1
496,1927,9,2026-01-06,1350,1
497,1457,18,2025-06-20,1350,1
498,3618,110,2025-11-18,1350,1
499,2703,128,2025-02-17,1350,1
500,4397,13,2025-07-09,1350,1
501,3229,74,2025-05-19,1350,1
502,1469,4,2025-08-31,1350,1
503,3689,104,2025-06-08,1350,1
504,89,31,2025-03-03,975,1
505,830,45,2025-09-22,1350,1
506,4201,61,2025-03-23,750,1
507,4225,104,2025-02-13,1350,1
508,1236,147,2025-12-03,1350,1
509,4808,19,2025-05-03,1350,1
510,2377,103,2025-09-30,975,1
511,1736,90,2026-01-28,1350,1
512,84,74,2025-07-17,1350,1
513,1038,27,2025-02-16,1350,1
514,125,60,2025-10-27,1350,1
515,2884,21,2025-09-11,1350,1
516,1844,72,2025-10-19,1350,1
517,4282,113,2025-08-27,1350,1
518,4664,115,2025-12-01,1350,1
519,2544,62,2025-05-10,1820,1
520,1763,110,2025-05-23,1350,1
521,4504,4,2025-09-30,1350,1
522,1196,23,2026-01-22,1350,1
523,453,18,2025-10-29,1350,1
524,3746,124,2025-08-15,1350,1
525,250,103,2025-03-28,975,1
526,1242,38,2025-03-19,1350,1
527,626,135,2025-05-17,975,1
528,935,136,2025-11-22,1350,1
529,4524,24,2026-01-07,750,1
530,636,10,2025-11-14,1350,1
531,1977,124,2025-07-12,1350,1
532,3534,91,2025-02-16,1350,1
533,2896,59,2025-05-31,1350,1
534,4758,136,2025-09-17,1350,1
535,1658,126,2025-06-13,1350,1
536,556,137,2025-05-18,1350,1
537,2318,70,2025-03-06,1350,1
538,3462,114,2026-01-17,1820,1
539,1523,83,2025-10-21,1350,1
540,4868,123,2025-11-13,1350,1
541,334,119,2026-01-17,975,1
542,1704,61,2025-04-09,750,1
543,2542,4,2025-11-23,1350,1
544,627,92,2025-03-24,1350,1
545,873,134,2025-02-26,975,1
546,2308,151,2025-12-17,1350,1
547,4866,44,2025-07-29,750,1
548,3406,60,2025-12-04,1350,1
549,581,93,2025-07-07,1820,1
550,4094,101,2025-05-13,975,1
551,2758,30,2026-01-07,750,1
552,2912,14,2025-07-26,1820,1
553,2334,26,2025-02-08,1350,1
554,2529,13,2026-01-12,1350,1
555,413,68,2025-04-10,975,1
556,366,95,2025-10-01,1820,1
557,728,33,2025-07-26,1350,1
558,1092,94,2025-02-12,750,1
559,201,8,2025-04-02,520,1
560,1256,110,2025-10-12,1350,1
561,460,82,2025-02-21,1820,1
562,3558,91,2026-01-10,1350,1
563,1016,28,2025-10-12,1820,1
564,304,121,2025-11-22,1350,1
565,3069,12,2025-12-16,1350,1
566,2651,2,2025-09-07,1350,1
567,1873,33,2025-07-03,1350,1
568,4435,59,2025-11-21,1350,1
569,1134,26,2025-03-03,1350,1
570,383,15,2025-03-11,1820,1
571,4121,39,2025-07-30,1350,1
572,1484,119,2025-07-30,975,1
573,2385,112,2025-03-18,1820,1
574,1848,157,2026-01-24,1350,1
575,2823,91,2025-05-28,1350,1
576,24,125,2025-04-10,1350,1
577,1225,36,2025-08-02,1350,1
578,2336,149,2025-02-26,1350,1
579,2641,123,2025-05-20,1350,1
580,3729,12,2025-09-09,1350,1
581,995,71,2025-04-26,1820,1
582,1559,147,2025-03-20,1350,1
583,759,2,2025-04-13,1350,1
584,1722,66,2025-11-24,1350,1
585,3105,93,2025-02-13,1820,1
586,2352,145,2025-09-14,1350,1
587,4178,98,2025-03-18,1350,1
588,3135,2,2025-09-28,1350,1
589,3455,157,2025-12-07,1350,1
590,2610,146,2025-12-16,1350,1
591,3081,10,2025-05-11,1350,1
592,2457,157,2025-09-25,1350,1
593,4925,30,2025-03-09,750,1
594,3811,137,2026-01-06,1350,1
595,532,72,2025-04-03,1350,1
596,1079,54,2025-09-18,975,1
597,1848,40,2025-08-20,1350,1
598,2834,87,2025-04-28,1820,1
599,255,75,2025-03-23,1820,1
600,4832,57,2025-04-12,750,1
601,3601,31,2025-07-27,975,1
602,4099,155,2025-08-30,975,1
603,1758,129,2025-07-21,1350,1
604,2273,100,2025-08-06,750,1
605,3151,80,2025-11-15,1350,1
606,4324,140,2025-12-09,1350,1
607,557,8,2025-05-20,520,1
608,3926,34,2025-07-18,520,1
609,3600,93,2025-06-26,1820,1
610,2499,40,2025-09-13,1350,1
611,1213,151,2025-12-13,1350,1
612,1048,56,2025-12-02,1350,1
613,2392,24,2025-09-02,750,1
614,1268,87,2025-12-08,1820,1
615,1499,13,2025-12-31,1350,1
616,3158,152,2025-04-29,1350,1
617,2760,96,2025-07-26,750,1
618,3154,42,2025-02-28,1350,1
619,1338,152,2025-02-12,1350,1
620,2730,13,2025-02-15,1350,1
621,1629,40,2025-05-29,1350,1
622,2660,70,2025-09-11,1350,1
623,1199,23,2025-11-08,1350,1
624,934,68,2025-11-01,975,1
625,1840,28,2025-03-08,1820,1
626,4470,90,2025-12-18,1350,1
627,733,140,2026-01-09,1350,1
628,4202,50,2025-05-28,1820,1
629,3113,24,2025-08-17,750,1
630,4707,128,2026-01-19,1350,1
631,1117,125,2025-09-16,1350,1
632,1190,35,2025-09-04,1350,1
633,4565,125,2025-12-22,1350,1
634,1236,35,2025-05-27,1350,1
635,3436,19,2025-04-10,1350,1
636,3509,93,2025-12-12,1820,1
637,4132,92,2025-08-05,1350,1
638,793,136,2025-07-07,1350,1
639,2862,47,2025-06-17,1350,1
640,766,113,2025-12-12,1350,1
641,602,44,2025-08-31,750,1
642,4031,76,2025-09-13,520,1
643,1635,137,2025-12-25,1350,1
644,1619,47,2025-03-18,1350,1
645,4278,13,2025-04-21,1350,1
646,2126,52,2025-02-16,1350,1
647,2016,144,2025-06-30,520,1
648,3824,120,2025-04-19,520,1
649,1199,139,2025-07-17,1350,1
650,308,12,2025-05-03,1350,1
651,3800,90,2026-01-07,1350,1
652,4518,12,2025-02-18,1350,1
653,2812,56,2025-08-21,1350,1
654,2812,94,2025-03-12,750,1
655,1505,9,2025-12-15,1350,1
656,3482,23,2025-06-25,1350,1
657,3097,84,2025-06-28,1820,1
658,4601,65,2025-05-05,1350,1
659,1074,71,2025-05-19,1820,1
660,315,126,2025-05-09,1350,1
661,2932,22,2025-05-25,750,1
662,1842,78,2025-11-28,1350,1
663,4217,118,2025-02-04,975,1
664,1161,50,2025-05-27,1820,1
665,4656,65,2025-06-02,1350,1
666,3847,118,2025-05-19,975,1
667,3712,76,2025-04-25,520,1
668,1115,60,2025-11-22,1350,1
669,951,7,2025-06-04,975,1
670,4738,139,2025-05-16,1350,1
671,3703,22,2025-08-28,750,1
672,1957,4,2025-06-27,1350,1
673,1810,140,2025-10-12,1350,1
674,2718,145,2025-04-05,1350,1
675,4633,119,2025-11-23,975,1
676,2969,134,2025-12-29,975,1
677,2593,120,2025-08-18,520,1
678,4211,24,2025-08-06,750,1
679,803,62,2026-01-16,1820,1
680,1692,81,2025-08-27,1350,1
681,4917,12,2025-12-06,1350,1
682,4798,32,2025-09-22,1820,1
683,3679,110,2025-12-13,1350,1
684,1971,60,2025-08-09,1350,1
685,4970,155,2025-10-02,975,1
686,2177,157,2025-05-03,1350,1
687,3494,145,2025-10-31,1350,1
688,1613,60,2025-02-27,1350,1
689,2975,103,2025-07-09,975,1
690,1838,42,2025-06-27,1350,1
691,3237,21,2025-04-09,1350,1
692,1268,8,2025-04-12,520,1
693,3961,39,2025-07-17,1350,1
694,2094,40,2025-02-02,1350,1
695,2697,8,2025-10-08,520,1
696,2676,82,2026-01-24,1820,1
697,195,66,2025-08-25,1350,1
698,2348,67,2025-05-01,1820,1
699,2157,74,2025-12-12,1350,1
700,3631,92,2025-06-16,1350,1
701,2672,27,2025-03-29,1350,1
702,1436,96,2025-12-02,750,1
703,4890,27,2025-09-07,1350,1
704,3969,65,2025-05-14,1350,1
705,177,72,2025-08-12,1350,1
706,46,47,2026-01-27,1350,1
707,1519,149,2025-06-02,1350,1
708,4010,47,2025-08-14,1350,1
709,1285,83,2026-01-23,1350,1
710,2189,105,2025-03-30,1350,1
711,4044,2,2025-10-16,1350,1
712,3973,68,2025-08-17,975,1
713,202,109,2025-11-05,1350,1
714,2725,61,2025-12-15,750,1
715,2625,56,2026-01-13,1350,1
716,4035,151,2025-06-26,1350,1
717,4851,30,2025-10-10,750,1
718,1541,147,2025-03-20,1350,1
719,1656,80,2025-07-21,1350,1
720,2315,100,2025-10-05,750,1
721,559,72,2025-05-13,1350,1
722,3468,118,2025-03-03,975,1
723,4009,41,2025-06-21,520,1
724,4892,136,2026-01-04,1350,1
725,4924,15,2025-12-17,1820,1
726,1954,100,2025-05-21,750,1
727,758,108,2025-06-04,1820,1
728,2471,55,2025-08-10,1350,1
729,493,108,2025-05-06,1820,1
730,4637,101,2025-05-10,975,1
731,2386,35,2025-10-19,1350,1
732,3929,4,2025-10-31,1350,1
733,4449,57,2025-08-06,750,1
734,2682,36,2025-09-14,1350,1
735,1507,81,2025-02-28,1350,1
736,2671,51,2025-09-09,1350,1
737,1477,113,2025-07-02,1350,1
738,2866,55,2025-07-07,1350,1
739,4036,30,2025-11-25,750,1
740,60,61,2026-01-27,750,1
741,4978,121,2025-06-18,1350,1
742,2647,98,2025-05-05,1350,1
743,1897,155,2026-01-01,975,1
744,2677,18,2025-04-23,1350,1
745,990,59,2025-06-03,1350,1
746,1512,126,2026-01-08,1350,1
747,1802,65,2026-01-15,1350,1
748,4502,60,2025-07-09,1350,1
749,3141,98,2025-10-26,1350,1
750,3256,117,2025-09-13,520,1
751,1720,46,2025-07-02,1350,1
752,4692,47,2025-10-10,1350,1
